year,region_type,region_year_spec,region_id,region_level,maabk
2006,NUTS,2006,AT,0,53283
2006,NUTS,2006,BE,0,360868
2006,NUTS,2006,BG,0,508664
2006,NUTS,2006,CH,0,482729
2006,NUTS,2006,CY,0,614942
2006,NUTS,2006,CZ,0,567222
2006,NUTS,2006,DE,0,581338
2006,NUTS,2006,DK,0,953030
2006,NUTS,2006,EE,0,540942
2006,NUTS,2006,ES,0,575405
2006,NUTS,2006,FI,0,143717
2006,NUTS,2006,FR,0,615202
2006,NUTS,2006,GR,0,56014
2006,NUTS,2006,HR,0,731949
2006,NUTS,2006,HU,0,876793
2006,NUTS,2006,IE,0,925045
2006,NUTS,2006,IS,0,865498
2006,NUTS,2006,IT,0,789602
2006,NUTS,2006,LI,0,936182
2006,NUTS,2006,LT,0,208979
2006,NUTS,2006,LU,0,819138
2006,NUTS,2006,LV,0,36402
2006,NUTS,2006,ME,0,249078
2006,NUTS,2006,MK,0,293770
2006,NUTS,2006,MT,0,851681
2006,NUTS,2006,NL,0,51826
2006,NUTS,2006,NO,0,847687
2006,NUTS,2006,PL,0,834551
2006,NUTS,2006,PT,0,904779
2006,NUTS,2006,RO,0,808931
2006,NUTS,2006,SE,0,244302
2006,NUTS,2006,SI,0,548866
2006,NUTS,2006,SK,0,692472
2006,NUTS,2006,TR,0,721082
2006,NUTS,2006,UK,0,4479
2006,NUTS,2006,AT1,1,252196
2006,NUTS,2006,AT2,1,581251
2006,NUTS,2006,AT3,1,369279
2006,NUTS,2006,BE1,1,50129
2006,NUTS,2006,BE2,1,689677
2006,NUTS,2006,BE3,1,273263
2006,NUTS,2006,BG3,1,6999
2006,NUTS,2006,BG4,1,348790
2006,NUTS,2006,CH0,1,974323
2006,NUTS,2006,CY0,1,586026
2006,NUTS,2006,CZ0,1,115547
2006,NUTS,2006,DE1,1,409702
2006,NUTS,2006,DE2,1,908152
2006,NUTS,2006,DE3,1,391101
2006,NUTS,2006,DE4,1,868851
2006,NUTS,2006,DE5,1,919988
2006,NUTS,2006,DE6,1,870433
2006,NUTS,2006,DE7,1,589661
2006,NUTS,2006,DE8,1,934575
2006,NUTS,2006,DE9,1,68762
2006,NUTS,2006,DEA,1,725645
2006,NUTS,2006,DEB,1,508325
2006,NUTS,2006,DEC,1,726083
2006,NUTS,2006,DED,1,570874
2006,NUTS,2006,DEE,1,769356
2006,NUTS,2006,DEF,1,634749
2006,NUTS,2006,DEG,1,834453
2006,NUTS,2006,DK0,1,513298
2006,NUTS,2006,EE0,1,212600
2006,NUTS,2006,ES1,1,387328
2006,NUTS,2006,ES2,1,412220
2006,NUTS,2006,ES3,1,41562
2006,NUTS,2006,ES4,1,36783
2006,NUTS,2006,ES5,1,362046
2006,NUTS,2006,ES6,1,209041
2006,NUTS,2006,ES7,1,559745
2006,NUTS,2006,FI1,1,818649
2006,NUTS,2006,FI2,1,290877
2006,NUTS,2006,FR1,1,230649
2006,NUTS,2006,FR2,1,166896
2006,NUTS,2006,FR3,1,41065
2006,NUTS,2006,FR4,1,767077
2006,NUTS,2006,FR5,1,290050
2006,NUTS,2006,FR6,1,419462
2006,NUTS,2006,FR7,1,587067
2006,NUTS,2006,FR8,1,58976
2006,NUTS,2006,FR9,1,596848
2006,NUTS,2006,GR1,1,214332
2006,NUTS,2006,GR2,1,475604
2006,NUTS,2006,GR3,1,124524
2006,NUTS,2006,GR4,1,668683
2006,NUTS,2006,HR0,1,377659
2006,NUTS,2006,HU1,1,127010
2006,NUTS,2006,HU2,1,300013
2006,NUTS,2006,HU3,1,506714
2006,NUTS,2006,IE0,1,795829
2006,NUTS,2006,IS0,1,609658
2006,NUTS,2006,ITC,1,441128
2006,NUTS,2006,ITD,1,990764
2006,NUTS,2006,ITE,1,832005
2006,NUTS,2006,ITF,1,352800
2006,NUTS,2006,ITG,1,886751
2006,NUTS,2006,LI0,1,146493
2006,NUTS,2006,LT0,1,495745
2006,NUTS,2006,LU0,1,759497
2006,NUTS,2006,LV0,1,587335
2006,NUTS,2006,ME0,1,784777
2006,NUTS,2006,MK0,1,28573
2006,NUTS,2006,MT0,1,256507
2006,NUTS,2006,NL1,1,942063
2006,NUTS,2006,NL2,1,571438
2006,NUTS,2006,NL3,1,682919
2006,NUTS,2006,NL4,1,530964
2006,NUTS,2006,NO0,1,901183
2006,NUTS,2006,PL1,1,341089
2006,NUTS,2006,PL2,1,891171
2006,NUTS,2006,PL3,1,683230
2006,NUTS,2006,PL4,1,299511
2006,NUTS,2006,PL5,1,170543
2006,NUTS,2006,PL6,1,877819
2006,NUTS,2006,PT1,1,673970
2006,NUTS,2006,PT2,1,211193
2006,NUTS,2006,PT3,1,582090
2006,NUTS,2006,RO1,1,1944
2006,NUTS,2006,RO2,1,81555
2006,NUTS,2006,RO3,1,652423
2006,NUTS,2006,RO4,1,285552
2006,NUTS,2006,SE1,1,700199
2006,NUTS,2006,SE2,1,193316
2006,NUTS,2006,SE3,1,300541
2006,NUTS,2006,SI0,1,992221
2006,NUTS,2006,SK0,1,314494
2006,NUTS,2006,TR1,1,580010
2006,NUTS,2006,TR2,1,930191
2006,NUTS,2006,TR3,1,549860
2006,NUTS,2006,TR4,1,259019
2006,NUTS,2006,TR5,1,13906
2006,NUTS,2006,TR6,1,873856
2006,NUTS,2006,TR7,1,468301
2006,NUTS,2006,TR8,1,445405
2006,NUTS,2006,TR9,1,976524
2006,NUTS,2006,TRA,1,939009
2006,NUTS,2006,TRB,1,887898
2006,NUTS,2006,TRC,1,692219
2006,NUTS,2006,UKC,1,408506
2006,NUTS,2006,UKD,1,106204
2006,NUTS,2006,UKE,1,130332
2006,NUTS,2006,UKF,1,13700
2006,NUTS,2006,UKG,1,458778
2006,NUTS,2006,UKH,1,149683
2006,NUTS,2006,UKI,1,471291
2006,NUTS,2006,UKJ,1,568553
2006,NUTS,2006,UKK,1,372329
2006,NUTS,2006,UKL,1,709548
2006,NUTS,2006,UKM,1,943561
2006,NUTS,2006,UKN,1,878862
2006,NUTS,2006,AT11,2,820705
2006,NUTS,2006,AT12,2,984035
2006,NUTS,2006,AT13,2,320143
2006,NUTS,2006,AT21,2,280722
2006,NUTS,2006,AT22,2,600555
2006,NUTS,2006,AT31,2,275699
2006,NUTS,2006,AT32,2,664130
2006,NUTS,2006,AT33,2,547786
2006,NUTS,2006,AT34,2,830563
2006,NUTS,2006,BE10,2,732928
2006,NUTS,2006,BE21,2,425734
2006,NUTS,2006,BE22,2,357704
2006,NUTS,2006,BE23,2,976668
2006,NUTS,2006,BE24,2,420326
2006,NUTS,2006,BE25,2,910000
2006,NUTS,2006,BE31,2,685957
2006,NUTS,2006,BE32,2,41437
2006,NUTS,2006,BE33,2,523130
2006,NUTS,2006,BE34,2,551621
2006,NUTS,2006,BE35,2,482565
2006,NUTS,2006,BG31,2,340409
2006,NUTS,2006,BG32,2,188545
2006,NUTS,2006,BG33,2,820138
2006,NUTS,2006,BG34,2,84768
2006,NUTS,2006,BG41,2,829238
2006,NUTS,2006,BG42,2,983816
2006,NUTS,2006,CH01,2,586025
2006,NUTS,2006,CH02,2,319375
2006,NUTS,2006,CH03,2,16992
2006,NUTS,2006,CH04,2,142343
2006,NUTS,2006,CH05,2,146951
2006,NUTS,2006,CH06,2,739210
2006,NUTS,2006,CH07,2,966804
2006,NUTS,2006,CY00,2,313278
2006,NUTS,2006,CZ01,2,83293
2006,NUTS,2006,CZ02,2,810957
2006,NUTS,2006,CZ03,2,640124
2006,NUTS,2006,CZ04,2,322328
2006,NUTS,2006,CZ05,2,730834
2006,NUTS,2006,CZ06,2,76769
2006,NUTS,2006,CZ07,2,543347
2006,NUTS,2006,CZ08,2,571247
2006,NUTS,2006,DE11,2,792461
2006,NUTS,2006,DE12,2,144615
2006,NUTS,2006,DE13,2,386912
2006,NUTS,2006,DE14,2,276044
2006,NUTS,2006,DE21,2,380985
2006,NUTS,2006,DE22,2,816608
2006,NUTS,2006,DE23,2,24091
2006,NUTS,2006,DE24,2,102031
2006,NUTS,2006,DE25,2,318556
2006,NUTS,2006,DE26,2,677691
