year,region_type,region_year_spec,region_id,region_level,iwsaz
2008,NUTS,2006,AT,0,4555
2008,NUTS,2006,BE,0,1295
2008,NUTS,2006,BG,0,9699
2008,NUTS,2006,CH,0,9510
2008,NUTS,2006,CY,0,2614
2008,NUTS,2006,CZ,0,3922
2008,NUTS,2006,DE,0,2380
2008,NUTS,2006,DK,0,6322
2008,NUTS,2006,EE,0,4172
2008,NUTS,2006,ES,0,4640
2008,NUTS,2006,FI,0,5911
2008,NUTS,2006,FR,0,6485
2008,NUTS,2006,GR,0,8861
2008,NUTS,2006,HR,0,2103
2008,NUTS,2006,HU,0,3260
2008,NUTS,2006,IE,0,2509
2008,NUTS,2006,IS,0,4164
2008,NUTS,2006,IT,0,7249
2008,NUTS,2006,LI,0,2314
2008,NUTS,2006,LT,0,8400
2008,NUTS,2006,LU,0,6679
2008,NUTS,2006,LV,0,799
2008,NUTS,2006,ME,0,764
2008,NUTS,2006,MK,0,2108
2008,NUTS,2006,MT,0,463
2008,NUTS,2006,NL,0,4892
2008,NUTS,2006,NO,0,1052
2008,NUTS,2006,PL,0,7068
2008,NUTS,2006,PT,0,9656
2008,NUTS,2006,RO,0,4545
2008,NUTS,2006,SE,0,3444
2008,NUTS,2006,SI,0,2348
2008,NUTS,2006,SK,0,8885
2008,NUTS,2006,TR,0,729
2008,NUTS,2006,UK,0,4555
2008,NUTS,2006,AT1,1,7292
2008,NUTS,2006,AT2,1,722
2008,NUTS,2006,AT3,1,6782
2008,NUTS,2006,BE1,1,7785
2008,NUTS,2006,BE2,1,3940
2008,NUTS,2006,BE3,1,1422
2008,NUTS,2006,BG3,1,6380
2008,NUTS,2006,BG4,1,2701
2008,NUTS,2006,CH0,1,9550
2008,NUTS,2006,CY0,1,2414
2008,NUTS,2006,CZ0,1,7156
2008,NUTS,2006,DE1,1,311
2008,NUTS,2006,DE2,1,362
2008,NUTS,2006,DE3,1,9590
2008,NUTS,2006,DE4,1,6500
2008,NUTS,2006,DE5,1,8650
2008,NUTS,2006,DE6,1,2357
2008,NUTS,2006,DE7,1,459
2008,NUTS,2006,DE8,1,8732
2008,NUTS,2006,DE9,1,3190
2008,NUTS,2006,DEA,1,1006
2008,NUTS,2006,DEB,1,5438
2008,NUTS,2006,DEC,1,6032
2008,NUTS,2006,DED,1,763
2008,NUTS,2006,DEE,1,9724
2008,NUTS,2006,DEF,1,9432
2008,NUTS,2006,DEG,1,1819
2008,NUTS,2006,DK0,1,1893
2008,NUTS,2006,EE0,1,9550
2008,NUTS,2006,ES1,1,5756
2008,NUTS,2006,ES2,1,9703
2008,NUTS,2006,ES3,1,694
2008,NUTS,2006,ES4,1,5936
2008,NUTS,2006,ES5,1,6784
2008,NUTS,2006,ES6,1,829
2008,NUTS,2006,ES7,1,8527
2008,NUTS,2006,FI1,1,3111
2008,NUTS,2006,FI2,1,5028
2008,NUTS,2006,FR1,1,2384
2008,NUTS,2006,FR2,1,7558
2008,NUTS,2006,FR3,1,3823
2008,NUTS,2006,FR4,1,3401
2008,NUTS,2006,FR5,1,1664
2008,NUTS,2006,FR6,1,397
2008,NUTS,2006,FR7,1,4494
2008,NUTS,2006,FR8,1,5584
2008,NUTS,2006,FR9,1,9040
2008,NUTS,2006,GR1,1,7065
2008,NUTS,2006,GR2,1,469
2008,NUTS,2006,GR3,1,1676
2008,NUTS,2006,GR4,1,7743
2008,NUTS,2006,HR0,1,5597
