year,region_type,region_year_spec,region_id,region_level,podli
2008,NUTS,2006,AT,0,417
2008,NUTS,2006,BE,0,787
2008,NUTS,2006,BG,0,199
2008,NUTS,2006,CH,0,196
2008,NUTS,2006,CY,0,521
2008,NUTS,2006,CZ,0,964
2008,NUTS,2006,DE,0,767
2008,NUTS,2006,DK,0,127
2008,NUTS,2006,EE,0,16
2008,NUTS,2006,ES,0,759
2008,NUTS,2006,FI,0,194
2008,NUTS,2006,FR,0,321
2008,NUTS,2006,GR,0,825
2008,NUTS,2006,HR,0,797
2008,NUTS,2006,HU,0,335
2008,NUTS,2006,IE,0,695
2008,NUTS,2006,IS,0,672
2008,NUTS,2006,IT,0,691
2008,NUTS,2006,LI,0,777
2008,NUTS,2006,LT,0,652
2008,NUTS,2006,LU,0,205
2008,NUTS,2006,LV,0,924
2008,NUTS,2006,ME,0,237
2008,NUTS,2006,MK,0,756
2008,NUTS,2006,MT,0,36
2008,NUTS,2006,NL,0,97
2008,NUTS,2006,NO,0,462
2008,NUTS,2006,PL,0,355
2008,NUTS,2006,PT,0,600
2008,NUTS,2006,RO,0,177
2008,NUTS,2006,SE,0,993
2008,NUTS,2006,SI,0,688
2008,NUTS,2006,SK,0,486
2008,NUTS,2006,TR,0,724
2008,NUTS,2006,UK,0,207
2008,NUTS,2006,AT1,1,432
2008,NUTS,2006,AT2,1,128
2008,NUTS,2006,AT3,1,581
2008,NUTS,2006,BE1,1,499
2008,NUTS,2006,BE2,1,878
2008,NUTS,2006,BE3,1,462
2008,NUTS,2006,BG3,1,218
2008,NUTS,2006,BG4,1,743
2008,NUTS,2006,CH0,1,463
2008,NUTS,2006,CY0,1,889
2008,NUTS,2006,CZ0,1,423
2008,NUTS,2006,DE1,1,976
2008,NUTS,2006,DE2,1,564
2008,NUTS,2006,DE3,1,952
2008,NUTS,2006,DE4,1,186
2008,NUTS,2006,DE5,1,848
2008,NUTS,2006,DE6,1,796
2008,NUTS,2006,DE7,1,637
2008,NUTS,2006,DE8,1,658
2008,NUTS,2006,DE9,1,824
2008,NUTS,2006,DEA,1,46
2008,NUTS,2006,DEB,1,530
2008,NUTS,2006,DEC,1,78
2008,NUTS,2006,DED,1,212
2008,NUTS,2006,DEE,1,394
2008,NUTS,2006,DEF,1,681
2008,NUTS,2006,DEG,1,831
2008,NUTS,2006,DK0,1,412
2008,NUTS,2006,EE0,1,448
2008,NUTS,2006,ES1,1,582
2008,NUTS,2006,ES2,1,372
2008,NUTS,2006,ES3,1,174
2008,NUTS,2006,ES4,1,74
2008,NUTS,2006,ES5,1,80
2008,NUTS,2006,ES6,1,223
2008,NUTS,2006,ES7,1,417
2008,NUTS,2006,FI1,1,471
2008,NUTS,2006,FI2,1,936
2008,NUTS,2006,FR1,1,524
2008,NUTS,2006,FR2,1,546
2008,NUTS,2006,FR3,1,312
2008,NUTS,2006,FR4,1,542
2008,NUTS,2006,FR5,1,2
2008,NUTS,2006,FR6,1,160
2008,NUTS,2006,FR7,1,765
2008,NUTS,2006,FR8,1,23
2008,NUTS,2006,FR9,1,21
2008,NUTS,2006,GR1,1,277
2008,NUTS,2006,GR2,1,491
2008,NUTS,2006,GR3,1,361
2008,NUTS,2006,GR4,1,246
2008,NUTS,2006,HR0,1,500
2008,NUTS,2006,HU1,1,603
2008,NUTS,2006,HU2,1,963
2008,NUTS,2006,HU3,1,215
2008,NUTS,2006,IE0,1,463
2008,NUTS,2006,IS0,1,14
2008,NUTS,2006,ITC,1,580
2008,NUTS,2006,ITD,1,156
2008,NUTS,2006,ITE,1,595
2008,NUTS,2006,ITF,1,589
2008,NUTS,2006,ITG,1,313
2008,NUTS,2006,LI0,1,13
2008,NUTS,2006,LT0,1,598
2008,NUTS,2006,LU0,1,467
2008,NUTS,2006,LV0,1,746
2008,NUTS,2006,ME0,1,101
2008,NUTS,2006,MK0,1,927
2008,NUTS,2006,MT0,1,775
2008,NUTS,2006,NL1,1,260
2008,NUTS,2006,NL2,1,631
2008,NUTS,2006,NL3,1,263
2008,NUTS,2006,NL4,1,358
2008,NUTS,2006,NO0,1,66
2008,NUTS,2006,PL1,1,927
2008,NUTS,2006,PL2,1,316
2008,NUTS,2006,PL3,1,917
2008,NUTS,2006,PL4,1,600
2008,NUTS,2006,PL5,1,491
2008,NUTS,2006,PL6,1,959
2008,NUTS,2006,PT1,1,989
2008,NUTS,2006,PT2,1,69
2008,NUTS,2006,PT3,1,208
2008,NUTS,2006,RO1,1,529
2008,NUTS,2006,RO2,1,84
2008,NUTS,2006,RO3,1,370
2008,NUTS,2006,RO4,1,828
2008,NUTS,2006,SE1,1,960
2008,NUTS,2006,SE2,1,975
2008,NUTS,2006,SE3,1,307
2008,NUTS,2006,SI0,1,327
2008,NUTS,2006,SK0,1,945
2008,NUTS,2006,TR1,1,866
2008,NUTS,2006,TR2,1,730
2008,NUTS,2006,TR3,1,809
2008,NUTS,2006,TR4,1,915
2008,NUTS,2006,TR5,1,107
2008,NUTS,2006,TR6,1,651
2008,NUTS,2006,TR7,1,510
2008,NUTS,2006,TR8,1,376
2008,NUTS,2006,TR9,1,836
2008,NUTS,2006,TRA,1,576
2008,NUTS,2006,TRB,1,910
2008,NUTS,2006,TRC,1,476
2008,NUTS,2006,UKC,1,484
2008,NUTS,2006,UKD,1,576
2008,NUTS,2006,UKE,1,540
2008,NUTS,2006,UKF,1,577
2008,NUTS,2006,UKG,1,374
2008,NUTS,2006,UKH,1,568
2008,NUTS,2006,UKI,1,568
2008,NUTS,2006,UKJ,1,275
2008,NUTS,2006,UKK,1,339
2008,NUTS,2006,UKL,1,232
2008,NUTS,2006,UKM,1,223
2008,NUTS,2006,UKN,1,483
2008,NUTS,2006,AT11,2,20
2008,NUTS,2006,AT12,2,440
2008,NUTS,2006,AT13,2,237
2008,NUTS,2006,AT21,2,795
2008,NUTS,2006,AT22,2,303
2008,NUTS,2006,AT31,2,988
2008,NUTS,2006,AT32,2,11
2008,NUTS,2006,AT33,2,148
2008,NUTS,2006,AT34,2,313
2008,NUTS,2006,BE10,2,819
2008,NUTS,2006,BE21,2,825
2008,NUTS,2006,BE22,2,884
2008,NUTS,2006,BE23,2,994
2008,NUTS,2006,BE24,2,735
2008,NUTS,2006,BE25,2,549
2008,NUTS,2006,BE31,2,419
2008,NUTS,2006,BE32,2,204
2008,NUTS,2006,BE33,2,119
2008,NUTS,2006,BE34,2,580
2008,NUTS,2006,BE35,2,687
2008,NUTS,2006,BG31,2,429
2008,NUTS,2006,BG32,2,753
2008,NUTS,2006,BG33,2,367
2008,NUTS,2006,BG34,2,220
2008,NUTS,2006,BG41,2,63
2008,NUTS,2006,BG42,2,709
2008,NUTS,2006,CH01,2,950
2008,NUTS,2006,CH02,2,126
2008,NUTS,2006,CH03,2,92
2008,NUTS,2006,CH04,2,293
2008,NUTS,2006,CH05,2,869
2008,NUTS,2006,CH06,2,4
2008,NUTS,2006,CH07,2,68
2008,NUTS,2006,CY00,2,763
2008,NUTS,2006,CZ01,2,818
2008,NUTS,2006,CZ02,2,105
2008,NUTS,2006,CZ03,2,363
2008,NUTS,2006,CZ04,2,247
2008,NUTS,2006,CZ05,2,842
2008,NUTS,2006,CZ06,2,429
2008,NUTS,2006,CZ07,2,417
2008,NUTS,2006,CZ08,2,600
2008,NUTS,2006,DE11,2,577
2008,NUTS,2006,DE12,2,723
2008,NUTS,2006,DE13,2,76
2008,NUTS,2006,DE14,2,99
2008,NUTS,2006,DE21,2,878
2008,NUTS,2006,DE22,2,420
2008,NUTS,2006,DE23,2,823
2008,NUTS,2006,DE24,2,617
2008,NUTS,2006,DE25,2,200
2008,NUTS,2006,DE26,2,172
2008,NUTS,2006,DE27,2,578
2008,NUTS,2006,DE30,2,953
2008,NUTS,2006,DE41,2,298
2008,NUTS,2006,DE42,2,73
2008,NUTS,2006,DE50,2,773
2008,NUTS,2006,DE60,2,731
2008,NUTS,2006,DE71,2,221
2008,NUTS,2006,DE72,2,537
2008,NUTS,2006,DE73,2,550
2008,NUTS,2006,DE80,2,417
2008,NUTS,2006,DE91,2,970
2008,NUTS,2006,DE92,2,349
2008,NUTS,2006,DE93,2,82
2008,NUTS,2006,DE94,2,729
2008,NUTS,2006,DEA1,2,382
2008,NUTS,2006,DEA2,2,320
2008,NUTS,2006,DEA3,2,428
2008,NUTS,2006,DEA4,2,837
2008,NUTS,2006,DEA5,2,635
2008,NUTS,2006,DEB1,2,806
2008,NUTS,2006,DEB2,2,402
2008,NUTS,2006,DEB3,2,436
2008,NUTS,2006,DEC0,2,326
2008,NUTS,2006,DED1,2,464
2008,NUTS,2006,DED2,2,484
2008,NUTS,2006,DED3,2,64
2008,NUTS,2006,DEE0,2,845
2008,NUTS,2006,DEF0,2,528
2008,NUTS,2006,DEG0,2,287
2008,NUTS,2006,DK01,2,728
2008,NUTS,2006,DK02,2,254
2008,NUTS,2006,DK03,2,906
2008,NUTS,2006,DK04,2,889
2008,NUTS,2006,DK05,2,772
2008,NUTS,2006,EE00,2,877
2008,NUTS,2006,ES11,2,246
2008,NUTS,2006,ES12,2,939
2008,NUTS,2006,ES13,2,320
2008,NUTS,2006,ES21,2,946
2008,NUTS,2006,ES22,2,130
2008,NUTS,2006,ES23,2,243
2008,NUTS,2006,ES24,2,743
2008,NUTS,2006,ES30,2,640
2008,NUTS,2006,ES41,2,139
2008,NUTS,2006,ES42,2,367
2008,NUTS,2006,ES43,2,695
2008,NUTS,2006,ES51,2,581
2008,NUTS,2006,ES52,2,77
2008,NUTS,2006,ES53,2,881
2008,NUTS,2006,ES61,2,693
2008,NUTS,2006,ES62,2,40
2008,NUTS,2006,ES63,2,736
2008,NUTS,2006,ES64,2,194
2008,NUTS,2006,ES70,2,288
2008,NUTS,2006,FI13,2,899
2008,NUTS,2006,FI18,2,473
2008,NUTS,2006,FI19,2,598
2008,NUTS,2006,FI1A,2,114
2008,NUTS,2006,FI20,2,963
2008,NUTS,2006,FR10,2,339
2008,NUTS,2006,FR21,2,826
2008,NUTS,2006,FR22,2,458
2008,NUTS,2006,FR23,2,997
2008,NUTS,2006,FR24,2,759
2008,NUTS,2006,FR25,2,109
2008,NUTS,2006,FR26,2,657
2008,NUTS,2006,FR30,2,422
2008,NUTS,2006,FR41,2,676
2008,NUTS,2006,FR42,2,69
2008,NUTS,2006,FR43,2,71
2008,NUTS,2006,FR51,2,894
2008,NUTS,2006,FR52,2,268
2008,NUTS,2006,FR53,2,290
2008,NUTS,2006,FR61,2,911
2008,NUTS,2006,FR62,2,345
2008,NUTS,2006,FR63,2,928
2008,NUTS,2006,FR71,2,906
2008,NUTS,2006,FR72,2,866
2008,NUTS,2006,FR81,2,790
2008,NUTS,2006,FR82,2,858
2008,NUTS,2006,FR83,2,679
2008,NUTS,2006,FR91,2,769
2008,NUTS,2006,FR92,2,320
2008,NUTS,2006,FR93,2,869
2008,NUTS,2006,FR94,2,235
2008,NUTS,2006,GR11,2,680
2008,NUTS,2006,GR12,2,52
2008,NUTS,2006,GR13,2,861
2008,NUTS,2006,GR14,2,909
2008,NUTS,2006,GR21,2,242
2008,NUTS,2006,GR22,2,390
2008,NUTS,2006,GR23,2,768
2008,NUTS,2006,GR24,2,45
2008,NUTS,2006,GR25,2,784
2008,NUTS,2006,GR30,2,254
2008,NUTS,2006,GR41,2,94
2008,NUTS,2006,GR42,2,103
2008,NUTS,2006,GR43,2,976
2008,NUTS,2006,HR01,2,998
2008,NUTS,2006,HR02,2,599
2008,NUTS,2006,HR03,2,839
2008,NUTS,2006,HU10,2,766
2008,NUTS,2006,HU21,2,105
2008,NUTS,2006,HU22,2,731
2008,NUTS,2006,HU23,2,834
2008,NUTS,2006,HU31,2,479
2008,NUTS,2006,HU32,2,129
2008,NUTS,2006,HU33,2,403
2008,NUTS,2006,IE01,2,670
2008,NUTS,2006,IE02,2,650
2008,NUTS,2006,IS00,2,497
2008,NUTS,2006,ITC1,2,76
2008,NUTS,2006,ITC2,2,427
2008,NUTS,2006,ITC3,2,329
