year,region_type,region_year_spec,region_id,region_level,ruzko
2011,NUTS,2010,AT,0,7042
2011,NUTS,2010,BE,0,3274
2011,NUTS,2010,BG,0,4545
2011,NUTS,2010,CH,0,4070
2011,NUTS,2010,CY,0,9576
2011,NUTS,2010,CZ,0,1391
2011,NUTS,2010,DE,0,3156
2011,NUTS,2010,DK,0,2568
2011,NUTS,2010,EE,0,1102
2011,NUTS,2010,EL,0,8528
2011,NUTS,2010,ES,0,1964
2011,NUTS,2010,FI,0,8711
2011,NUTS,2010,FR,0,4061
2011,NUTS,2010,HR,0,5376
2011,NUTS,2010,HU,0,5911
2011,NUTS,2010,IE,0,9609
2011,NUTS,2010,IS,0,370
2011,NUTS,2010,IT,0,5848
2011,NUTS,2010,LI,0,4827
2011,NUTS,2010,LT,0,3590
2011,NUTS,2010,LU,0,6215
2011,NUTS,2010,LV,0,9366
2011,NUTS,2010,ME,0,1647
2011,NUTS,2010,MK,0,1069
2011,NUTS,2010,MT,0,6567
2011,NUTS,2010,NL,0,7351
2011,NUTS,2010,NO,0,7968
2011,NUTS,2010,PL,0,9355
2011,NUTS,2010,PT,0,3764
2011,NUTS,2010,RO,0,7875
2011,NUTS,2010,SE,0,8340
2011,NUTS,2010,SI,0,2131
2011,NUTS,2010,SK,0,8857
2011,NUTS,2010,TR,0,3835
2011,NUTS,2010,UK,0,7453
2011,NUTS,2010,AT1,1,2786
2011,NUTS,2010,AT2,1,3725
2011,NUTS,2010,AT3,1,1494
2011,NUTS,2010,BE1,1,8018
2011,NUTS,2010,BE2,1,6697
2011,NUTS,2010,BE3,1,4616
2011,NUTS,2010,BG3,1,3957
2011,NUTS,2010,BG4,1,5721
2011,NUTS,2010,CH0,1,4657
2011,NUTS,2010,CY0,1,5799
2011,NUTS,2010,CZ0,1,1795
2011,NUTS,2010,DE1,1,9725
2011,NUTS,2010,DE2,1,6343
2011,NUTS,2010,DE3,1,721
2011,NUTS,2010,DE4,1,395
2011,NUTS,2010,DE5,1,7181
2011,NUTS,2010,DE6,1,7
2011,NUTS,2010,DE7,1,6668
2011,NUTS,2010,DE8,1,4555
2011,NUTS,2010,DE9,1,557
2011,NUTS,2010,DEA,1,737
2011,NUTS,2010,DEB,1,7191
2011,NUTS,2010,DEC,1,9357
2011,NUTS,2010,DED,1,5555
2011,NUTS,2010,DEE,1,5818
2011,NUTS,2010,DEF,1,4924
2011,NUTS,2010,DEG,1,1009
2011,NUTS,2010,DK0,1,2886
2011,NUTS,2010,EE0,1,8665
2011,NUTS,2010,EL1,1,174
2011,NUTS,2010,EL2,1,7564
2011,NUTS,2010,EL3,1,6088
2011,NUTS,2010,EL4,1,4927
2011,NUTS,2010,ES1,1,6088
2011,NUTS,2010,ES2,1,7528
2011,NUTS,2010,ES3,1,5436
2011,NUTS,2010,ES4,1,5185
2011,NUTS,2010,ES5,1,5883
2011,NUTS,2010,ES6,1,560
2011,NUTS,2010,ES7,1,7975
2011,NUTS,2010,FI1,1,7560
2011,NUTS,2010,FI2,1,2498
2011,NUTS,2010,FR1,1,7176
2011,NUTS,2010,FR2,1,4964
2011,NUTS,2010,FR3,1,9028
2011,NUTS,2010,FR4,1,5900
2011,NUTS,2010,FR5,1,7227
2011,NUTS,2010,FR6,1,4053
2011,NUTS,2010,FR7,1,2757
2011,NUTS,2010,FR8,1,4093
2011,NUTS,2010,FR9,1,8616
2011,NUTS,2010,HR0,1,968
2011,NUTS,2010,HU1,1,2471
2011,NUTS,2010,HU2,1,108
2011,NUTS,2010,HU3,1,3448
2011,NUTS,2010,IE0,1,9863
2011,NUTS,2010,IS0,1,2002
2011,NUTS,2010,ITC,1,4643
2011,NUTS,2010,ITF,1,7159
2011,NUTS,2010,ITG,1,9544
2011,NUTS,2010,ITH,1,4089
2011,NUTS,2010,ITI,1,3637
2011,NUTS,2010,LI0,1,5699
2011,NUTS,2010,LT0,1,9316
2011,NUTS,2010,LU0,1,7759
2011,NUTS,2010,LV0,1,2698
2011,NUTS,2010,ME0,1,938
2011,NUTS,2010,MK0,1,7031
2011,NUTS,2010,MT0,1,636
2011,NUTS,2010,NL1,1,3321
2011,NUTS,2010,NL2,1,4185
2011,NUTS,2010,NL3,1,7825
2011,NUTS,2010,NL4,1,8051
2011,NUTS,2010,NO0,1,3812
2011,NUTS,2010,N_A,1,6938
2011,NUTS,2010,PL1,1,9390
2011,NUTS,2010,PL2,1,8966
2011,NUTS,2010,PL3,1,4256
2011,NUTS,2010,PL4,1,5722
2011,NUTS,2010,PL5,1,8257
2011,NUTS,2010,PL6,1,3641
2011,NUTS,2010,PT1,1,307
2011,NUTS,2010,PT2,1,6139
2011,NUTS,2010,PT3,1,8760
2011,NUTS,2010,RO1,1,5783
2011,NUTS,2010,RO2,1,3450
2011,NUTS,2010,RO3,1,6721
2011,NUTS,2010,RO4,1,4739
2011,NUTS,2010,SE1,1,8141
2011,NUTS,2010,SE2,1,7096
2011,NUTS,2010,SE3,1,4082
2011,NUTS,2010,SI0,1,6511
2011,NUTS,2010,SK0,1,3366
2011,NUTS,2010,TR1,1,5480
2011,NUTS,2010,TR2,1,8156
2011,NUTS,2010,TR3,1,3380
2011,NUTS,2010,TR4,1,8031
2011,NUTS,2010,TR5,1,9390
2011,NUTS,2010,TR6,1,5712
2011,NUTS,2010,TR7,1,5051
2011,NUTS,2010,TR8,1,8519
2011,NUTS,2010,TR9,1,1863
