year,region_type,region_year_spec,region_id,region_level,cituw
2008,NUTS,2006,AT,0,32
2008,NUTS,2006,BE,0,844
2008,NUTS,2006,BG,0,978
2008,NUTS,2006,CH,0,977
2008,NUTS,2006,CY,0,808
2008,NUTS,2006,CZ,0,822
2008,NUTS,2006,DE,0,843
2008,NUTS,2006,DK,0,924
2008,NUTS,2006,EE,0,558
2008,NUTS,2006,ES,0,830
2008,NUTS,2006,FI,0,574
2008,NUTS,2006,FR,0,239
2008,NUTS,2006,GR,0,920
2008,NUTS,2006,HR,0,75
2008,NUTS,2006,HU,0,625
2008,NUTS,2006,IE,0,589
2008,NUTS,2006,IS,0,336
2008,NUTS,2006,IT,0,666
2008,NUTS,2006,LI,0,916
2008,NUTS,2006,LT,0,672
2008,NUTS,2006,LU,0,709
2008,NUTS,2006,LV,0,408
2008,NUTS,2006,ME,0,710
2008,NUTS,2006,MK,0,517
2008,NUTS,2006,MT,0,914
2008,NUTS,2006,NL,0,544
2008,NUTS,2006,NO,0,760
2008,NUTS,2006,PL,0,924
2008,NUTS,2006,PT,0,986
2008,NUTS,2006,RO,0,15
2008,NUTS,2006,SE,0,161
2008,NUTS,2006,SI,0,124
2008,NUTS,2006,SK,0,989
2008,NUTS,2006,TR,0,301
2008,NUTS,2006,UK,0,386
2008,NUTS,2006,AT1,1,71
2008,NUTS,2006,AT2,1,973
2008,NUTS,2006,AT3,1,27
2008,NUTS,2006,BE1,1,881
2008,NUTS,2006,BE2,1,702
2008,NUTS,2006,BE3,1,77
2008,NUTS,2006,BG3,1,934
2008,NUTS,2006,BG4,1,820
2008,NUTS,2006,CH0,1,459
2008,NUTS,2006,CY0,1,510
2008,NUTS,2006,CZ0,1,70
2008,NUTS,2006,DE1,1,163
2008,NUTS,2006,DE2,1,96
2008,NUTS,2006,DE3,1,738
2008,NUTS,2006,DE4,1,741
2008,NUTS,2006,DE5,1,220
2008,NUTS,2006,DE6,1,772
2008,NUTS,2006,DE7,1,6
2008,NUTS,2006,DE8,1,696
2008,NUTS,2006,DE9,1,91
2008,NUTS,2006,DEA,1,367
2008,NUTS,2006,DEB,1,699
2008,NUTS,2006,DEC,1,219
2008,NUTS,2006,DED,1,247
2008,NUTS,2006,DEE,1,305
2008,NUTS,2006,DEF,1,613
2008,NUTS,2006,DEG,1,38
2008,NUTS,2006,DK0,1,295
2008,NUTS,2006,EE0,1,847
2008,NUTS,2006,ES1,1,3
2008,NUTS,2006,ES2,1,300
2008,NUTS,2006,ES3,1,290
2008,NUTS,2006,ES4,1,721
2008,NUTS,2006,ES5,1,241
2008,NUTS,2006,ES6,1,187
2008,NUTS,2006,ES7,1,253
2008,NUTS,2006,FI1,1,685
2008,NUTS,2006,FI2,1,501
2008,NUTS,2006,FR1,1,25
2008,NUTS,2006,FR2,1,792
2008,NUTS,2006,FR3,1,731
2008,NUTS,2006,FR4,1,139
2008,NUTS,2006,FR5,1,573
2008,NUTS,2006,FR6,1,289
2008,NUTS,2006,FR7,1,720
2008,NUTS,2006,FR8,1,751
2008,NUTS,2006,FR9,1,794
2008,NUTS,2006,GR1,1,730
2008,NUTS,2006,GR2,1,902
2008,NUTS,2006,GR3,1,746
2008,NUTS,2006,GR4,1,308
2008,NUTS,2006,HR0,1,816
2008,NUTS,2006,HU1,1,207
2008,NUTS,2006,HU2,1,581
2008,NUTS,2006,HU3,1,200
2008,NUTS,2006,IE0,1,662
2008,NUTS,2006,IS0,1,845
2008,NUTS,2006,ITC,1,208
2008,NUTS,2006,ITD,1,295
2008,NUTS,2006,ITE,1,492
2008,NUTS,2006,ITF,1,121
2008,NUTS,2006,ITG,1,844
2008,NUTS,2006,LI0,1,600
2008,NUTS,2006,LT0,1,457
2008,NUTS,2006,LU0,1,427
2008,NUTS,2006,LV0,1,500
2008,NUTS,2006,ME0,1,926
2008,NUTS,2006,MK0,1,194
2008,NUTS,2006,MT0,1,909
2008,NUTS,2006,NL1,1,651
2008,NUTS,2006,NL2,1,610
2008,NUTS,2006,NL3,1,389
2008,NUTS,2006,NL4,1,856
2008,NUTS,2006,NO0,1,59
2008,NUTS,2006,PL1,1,635
2008,NUTS,2006,PL2,1,57
2008,NUTS,2006,PL3,1,616
2008,NUTS,2006,PL4,1,763
2008,NUTS,2006,PL5,1,772
2008,NUTS,2006,PL6,1,159
2008,NUTS,2006,PT1,1,448
2008,NUTS,2006,PT2,1,681
2008,NUTS,2006,PT3,1,459
2008,NUTS,2006,RO1,1,987
2008,NUTS,2006,RO2,1,612
2008,NUTS,2006,RO3,1,811
2008,NUTS,2006,RO4,1,102
2008,NUTS,2006,SE1,1,720
2008,NUTS,2006,SE2,1,581
2008,NUTS,2006,SE3,1,851
2008,NUTS,2006,SI0,1,625
2008,NUTS,2006,SK0,1,699
2008,NUTS,2006,TR1,1,105
2008,NUTS,2006,TR2,1,524
2008,NUTS,2006,TR3,1,363
2008,NUTS,2006,TR4,1,750
2008,NUTS,2006,TR5,1,427
2008,NUTS,2006,TR6,1,745
2008,NUTS,2006,TR7,1,802
