year,region_type,region_year_spec,region_id,region_level,jasui
2008,NUTS,2006,AT,0,55268050
2008,NUTS,2006,BE,0,20062955
2008,NUTS,2006,BG,0,72605512
2008,NUTS,2006,CH,0,38800312
2008,NUTS,2006,CY,0,97184832
2008,NUTS,2006,CZ,0,50655238
2008,NUTS,2006,DE,0,35190191
2008,NUTS,2006,DK,0,10379113
2008,NUTS,2006,EE,0,6398606
2008,NUTS,2006,ES,0,50164853
2008,NUTS,2006,FI,0,80195708
2008,NUTS,2006,FR,0,24155735
2008,NUTS,2006,GR,0,89041155
2008,NUTS,2006,HR,0,49954669
2008,NUTS,2006,HU,0,63303552
2008,NUTS,2006,IE,0,91272913
2008,NUTS,2006,IS,0,11249852
2008,NUTS,2006,IT,0,77405171
2008,NUTS,2006,LI,0,1664588
2008,NUTS,2006,LT,0,63892635
2008,NUTS,2006,LU,0,27732007
2008,NUTS,2006,LV,0,42454116
2008,NUTS,2006,ME,0,64037340
2008,NUTS,2006,MK,0,27053073
2008,NUTS,2006,MT,0,12026990
2008,NUTS,2006,NL,0,83750250
2008,NUTS,2006,NO,0,9760365
2008,NUTS,2006,PL,0,11529189
2008,NUTS,2006,PT,0,32973650
2008,NUTS,2006,RO,0,29089524
2008,NUTS,2006,SE,0,40930004
2008,NUTS,2006,SI,0,64708365
2008,NUTS,2006,SK,0,5453129
2008,NUTS,2006,TR,0,71930576
2008,NUTS,2006,UK,0,59316540
2008,NUTS,2006,AT1,1,56072739
2008,NUTS,2006,AT2,1,26622055
2008,NUTS,2006,AT3,1,69002922
2008,NUTS,2006,BE1,1,13478735
2008,NUTS,2006,BE2,1,91453301
2008,NUTS,2006,BE3,1,59483333
2008,NUTS,2006,BG3,1,36613440
2008,NUTS,2006,BG4,1,26854335
2008,NUTS,2006,CH0,1,61728323
2008,NUTS,2006,CY0,1,55270627
2008,NUTS,2006,CZ0,1,90304135
2008,NUTS,2006,DE1,1,38787213
2008,NUTS,2006,DE2,1,37553346
2008,NUTS,2006,DE3,1,32438990
2008,NUTS,2006,DE4,1,27269471
2008,NUTS,2006,DE5,1,68296600
2008,NUTS,2006,DE6,1,61205470
2008,NUTS,2006,DE7,1,82285723
2008,NUTS,2006,DE8,1,90462875
2008,NUTS,2006,DE9,1,56148368
2008,NUTS,2006,DEA,1,98262875
2008,NUTS,2006,DEB,1,34346895
2008,NUTS,2006,DEC,1,40549042
2008,NUTS,2006,DED,1,90887229
2008,NUTS,2006,DEE,1,91190658
2008,NUTS,2006,DEF,1,54224812
2008,NUTS,2006,DEG,1,61880339
2008,NUTS,2006,DK0,1,99058583
2008,NUTS,2006,EE0,1,55122661
2008,NUTS,2006,ES1,1,61798802
2008,NUTS,2006,ES2,1,78647969
2008,NUTS,2006,ES3,1,14658738
2008,NUTS,2006,ES4,1,20562788
2008,NUTS,2006,ES5,1,66896980
2008,NUTS,2006,ES6,1,1002188
2008,NUTS,2006,ES7,1,17889148
2008,NUTS,2006,FI1,1,50962852
2008,NUTS,2006,FI2,1,94392881
2008,NUTS,2006,FR1,1,35888937
2008,NUTS,2006,FR2,1,93266906
2008,NUTS,2006,FR3,1,76758108
2008,NUTS,2006,FR4,1,32209522
2008,NUTS,2006,FR5,1,99062803
2008,NUTS,2006,FR6,1,81508973
2008,NUTS,2006,FR7,1,108779
2008,NUTS,2006,FR8,1,10791343
2008,NUTS,2006,FR9,1,43684796
2008,NUTS,2006,GR1,1,62960158
2008,NUTS,2006,GR2,1,64168867
2008,NUTS,2006,GR3,1,43500806
2008,NUTS,2006,GR4,1,11822786
2008,NUTS,2006,HR0,1,22334356
2008,NUTS,2006,HU1,1,34261466
2008,NUTS,2006,HU2,1,5470310
2008,NUTS,2006,HU3,1,19502282
2008,NUTS,2006,IE0,1,46465872
2008,NUTS,2006,IS0,1,76527643
2008,NUTS,2006,ITC,1,19851982
2008,NUTS,2006,ITD,1,71342430
2008,NUTS,2006,ITE,1,34811071
2008,NUTS,2006,ITF,1,22666618
2008,NUTS,2006,ITG,1,60161208
2008,NUTS,2006,LI0,1,79297887
2008,NUTS,2006,LT0,1,40184780
2008,NUTS,2006,LU0,1,46578277
2008,NUTS,2006,LV0,1,72202495
2008,NUTS,2006,ME0,1,40141001
2008,NUTS,2006,MK0,1,21639021
2008,NUTS,2006,MT0,1,4144296
2008,NUTS,2006,NL1,1,46821194
2008,NUTS,2006,NL2,1,34967279
2008,NUTS,2006,NL3,1,65796309
2008,NUTS,2006,NL4,1,42341958
2008,NUTS,2006,NO0,1,97831479
2008,NUTS,2006,PL1,1,29975665
2008,NUTS,2006,PL2,1,29454519
2008,NUTS,2006,PL3,1,16709864
2008,NUTS,2006,PL4,1,98891271
2008,NUTS,2006,PL5,1,5521569
2008,NUTS,2006,PL6,1,31059351
2008,NUTS,2006,PT1,1,50764957
2008,NUTS,2006,PT2,1,19709170
2008,NUTS,2006,PT3,1,82671220
2008,NUTS,2006,RO1,1,80775837
2008,NUTS,2006,RO2,1,18997310
2008,NUTS,2006,RO3,1,12093242
2008,NUTS,2006,RO4,1,16767029
2008,NUTS,2006,SE1,1,71918438
2008,NUTS,2006,SE2,1,89271153
2008,NUTS,2006,SE3,1,21480880
2008,NUTS,2006,SI0,1,76962162
2008,NUTS,2006,SK0,1,5238605
2008,NUTS,2006,TR1,1,25034180
2008,NUTS,2006,TR2,1,32946232
2008,NUTS,2006,TR3,1,36564325
2008,NUTS,2006,TR4,1,61311599
2008,NUTS,2006,TR5,1,18460217
2008,NUTS,2006,TR6,1,97346417
2008,NUTS,2006,TR7,1,91091709
