year,region_type,region_year_spec,region_id,region_level,urvig
2007,NUTS,2006,AT,0,40325074
2007,NUTS,2006,BE,0,38752961
2007,NUTS,2006,BG,0,30508496
2007,NUTS,2006,CH,0,38343892
2007,NUTS,2006,CY,0,34851212
2007,NUTS,2006,CZ,0,71778685
2007,NUTS,2006,DE,0,57353639
2007,NUTS,2006,DK,0,31457383
2007,NUTS,2006,EE,0,75967112
2007,NUTS,2006,ES,0,35512005
2007,NUTS,2006,FI,0,92007486
2007,NUTS,2006,FR,0,31937168
2007,NUTS,2006,GR,0,70993594
2007,NUTS,2006,HR,0,61547173
2007,NUTS,2006,HU,0,59389964
2007,NUTS,2006,IE,0,61476273
2007,NUTS,2006,IS,0,62301315
2007,NUTS,2006,IT,0,97497252
2007,NUTS,2006,LI,0,59102624
2007,NUTS,2006,LT,0,45257340
2007,NUTS,2006,LU,0,62196172
2007,NUTS,2006,LV,0,58232382
2007,NUTS,2006,ME,0,47330085
2007,NUTS,2006,MK,0,76739216
2007,NUTS,2006,MT,0,85017659
2007,NUTS,2006,NL,0,17369342
2007,NUTS,2006,NO,0,53475975
2007,NUTS,2006,PL,0,92281550
2007,NUTS,2006,PT,0,9786570
2007,NUTS,2006,RO,0,79469065
2007,NUTS,2006,SE,0,1496928
2007,NUTS,2006,SI,0,64629868
2007,NUTS,2006,SK,0,83353889
2007,NUTS,2006,TR,0,6615291
2007,NUTS,2006,UK,0,73367438
2007,NUTS,2006,AT1,1,74980070
2007,NUTS,2006,AT2,1,2100065
2007,NUTS,2006,AT3,1,84787614
2007,NUTS,2006,BE1,1,69711715
2007,NUTS,2006,BE2,1,89803983
2007,NUTS,2006,BE3,1,34808091
2007,NUTS,2006,BG3,1,20372455
2007,NUTS,2006,BG4,1,45335241
2007,NUTS,2006,CH0,1,24892206
2007,NUTS,2006,CY0,1,62847725
2007,NUTS,2006,CZ0,1,96539488
2007,NUTS,2006,DE1,1,83241887
2007,NUTS,2006,DE2,1,90058597
2007,NUTS,2006,DE3,1,90767820
2007,NUTS,2006,DE4,1,76582423
2007,NUTS,2006,DE5,1,25378614
2007,NUTS,2006,DE6,1,94208198
2007,NUTS,2006,DE7,1,94160597
2007,NUTS,2006,DE8,1,5260616
2007,NUTS,2006,DE9,1,80318725
2007,NUTS,2006,DEA,1,78584966
2007,NUTS,2006,DEB,1,6652887
2007,NUTS,2006,DEC,1,83231547
2007,NUTS,2006,DED,1,81930460
2007,NUTS,2006,DEE,1,495413
2007,NUTS,2006,DEF,1,54680562
2007,NUTS,2006,DEG,1,11583143
2007,NUTS,2006,DK0,1,70363028
2007,NUTS,2006,EE0,1,2910511
2007,NUTS,2006,ES1,1,5329250
2007,NUTS,2006,ES2,1,71443302
2007,NUTS,2006,ES3,1,55808347
2007,NUTS,2006,ES4,1,51920005
2007,NUTS,2006,ES5,1,29075873
2007,NUTS,2006,ES6,1,63147620
2007,NUTS,2006,ES7,1,3858572
2007,NUTS,2006,FI1,1,57901741
2007,NUTS,2006,FI2,1,12739533
2007,NUTS,2006,FR1,1,43972528
2007,NUTS,2006,FR2,1,60049499
2007,NUTS,2006,FR3,1,5666349
2007,NUTS,2006,FR4,1,49800970
2007,NUTS,2006,FR5,1,21448173
2007,NUTS,2006,FR6,1,61634975
2007,NUTS,2006,FR7,1,68511883
2007,NUTS,2006,FR8,1,28212038
2007,NUTS,2006,FR9,1,6397330
2007,NUTS,2006,GR1,1,882467
2007,NUTS,2006,GR2,1,26951068
2007,NUTS,2006,GR3,1,26974118
2007,NUTS,2006,GR4,1,26771308
2007,NUTS,2006,HR0,1,66619224
2007,NUTS,2006,HU1,1,62606167
2007,NUTS,2006,HU2,1,24407937
2007,NUTS,2006,HU3,1,1747900
2007,NUTS,2006,IE0,1,71134156
2007,NUTS,2006,IS0,1,72631305
2007,NUTS,2006,ITC,1,13923134
2007,NUTS,2006,ITD,1,89207701
2007,NUTS,2006,ITE,1,10530182
2007,NUTS,2006,ITF,1,86836898
2007,NUTS,2006,ITG,1,64636229
2007,NUTS,2006,LI0,1,47499673
2007,NUTS,2006,LT0,1,92195446
2007,NUTS,2006,LU0,1,96350352
2007,NUTS,2006,LV0,1,84782258
2007,NUTS,2006,ME0,1,43581515
2007,NUTS,2006,MK0,1,84606276
2007,NUTS,2006,MT0,1,56389901
2007,NUTS,2006,NL1,1,74963101
2007,NUTS,2006,NL2,1,48588080
2007,NUTS,2006,NL3,1,7967857
2007,NUTS,2006,NL4,1,79145522
2007,NUTS,2006,NO0,1,85573340
2007,NUTS,2006,PL1,1,89942394
2007,NUTS,2006,PL2,1,49731368
2007,NUTS,2006,PL3,1,50183914
2007,NUTS,2006,PL4,1,33034418
2007,NUTS,2006,PL5,1,88307187
2007,NUTS,2006,PL6,1,32063215
2007,NUTS,2006,PT1,1,41802729
2007,NUTS,2006,PT2,1,88233815
2007,NUTS,2006,PT3,1,41989053
2007,NUTS,2006,RO1,1,802074
2007,NUTS,2006,RO2,1,38337859
2007,NUTS,2006,RO3,1,4490003
2007,NUTS,2006,RO4,1,64322813
2007,NUTS,2006,SE1,1,99336376
2007,NUTS,2006,SE2,1,65952830
2007,NUTS,2006,SE3,1,7230098
2007,NUTS,2006,SI0,1,72553273
2007,NUTS,2006,SK0,1,97806441
2007,NUTS,2006,TR1,1,82774483
2007,NUTS,2006,TR2,1,24214403
2007,NUTS,2006,TR3,1,18187647
2007,NUTS,2006,TR4,1,55291854
2007,NUTS,2006,TR5,1,75950171
2007,NUTS,2006,TR6,1,85050975
2007,NUTS,2006,TR7,1,88643643
2007,NUTS,2006,TR8,1,39515270
2007,NUTS,2006,TR9,1,41746723
2007,NUTS,2006,TRA,1,12145052
2007,NUTS,2006,TRB,1,96989460
2007,NUTS,2006,TRC,1,93095008
2007,NUTS,2006,UKC,1,9848639
2007,NUTS,2006,UKD,1,85323960
2007,NUTS,2006,UKE,1,26333139
2007,NUTS,2006,UKF,1,90111712
2007,NUTS,2006,UKG,1,63591082
2007,NUTS,2006,UKH,1,2482856
2007,NUTS,2006,UKI,1,97606817
2007,NUTS,2006,UKJ,1,48528681
2007,NUTS,2006,UKK,1,90776666
2007,NUTS,2006,UKL,1,63734009
2007,NUTS,2006,UKM,1,60037027
2007,NUTS,2006,UKN,1,31070367
2007,NUTS,2006,AT11,2,84813929
2007,NUTS,2006,AT12,2,11783733
2007,NUTS,2006,AT13,2,24079323
2007,NUTS,2006,AT21,2,97256225
2007,NUTS,2006,AT22,2,57471174
2007,NUTS,2006,AT31,2,18037254
2007,NUTS,2006,AT32,2,90673794
2007,NUTS,2006,AT33,2,84933631
2007,NUTS,2006,AT34,2,83832857
2007,NUTS,2006,BE10,2,44738945
2007,NUTS,2006,BE21,2,34908417
2007,NUTS,2006,BE22,2,77910336
2007,NUTS,2006,BE23,2,54665173
2007,NUTS,2006,BE24,2,10089116
2007,NUTS,2006,BE25,2,33471605
2007,NUTS,2006,BE31,2,94570936
2007,NUTS,2006,BE32,2,76773976
2007,NUTS,2006,BE33,2,31754708
2007,NUTS,2006,BE34,2,15901518
2007,NUTS,2006,BE35,2,4541236
2007,NUTS,2006,BG31,2,33970630
2007,NUTS,2006,BG32,2,69610273
2007,NUTS,2006,BG33,2,32175695
2007,NUTS,2006,BG34,2,70725784
2007,NUTS,2006,BG41,2,96488234
2007,NUTS,2006,BG42,2,16278596
2007,NUTS,2006,CH01,2,19263427
2007,NUTS,2006,CH02,2,5483683
2007,NUTS,2006,CH03,2,8211182
2007,NUTS,2006,CH04,2,49836571
2007,NUTS,2006,CH05,2,6451350
2007,NUTS,2006,CH06,2,32688665
2007,NUTS,2006,CH07,2,72839209
2007,NUTS,2006,CY00,2,34587886
2007,NUTS,2006,CZ01,2,78993865
2007,NUTS,2006,CZ02,2,31682414
2007,NUTS,2006,CZ03,2,49464252
2007,NUTS,2006,CZ04,2,89455388
2007,NUTS,2006,CZ05,2,20904878
2007,NUTS,2006,CZ06,2,62359359
2007,NUTS,2006,CZ07,2,97280878
2007,NUTS,2006,CZ08,2,74257377
2007,NUTS,2006,DE11,2,74398089
2007,NUTS,2006,DE12,2,22596968
2007,NUTS,2006,DE13,2,53306292
2007,NUTS,2006,DE14,2,28014630
2007,NUTS,2006,DE21,2,38309291
2007,NUTS,2006,DE22,2,14706052
2007,NUTS,2006,DE23,2,17396689
2007,NUTS,2006,DE24,2,2886456
2007,NUTS,2006,DE25,2,20093910
2007,NUTS,2006,DE26,2,16608644
2007,NUTS,2006,DE27,2,52497961
2007,NUTS,2006,DE30,2,20401928
2007,NUTS,2006,DE41,2,47301450
2007,NUTS,2006,DE42,2,65335308
2007,NUTS,2006,DE50,2,4416896
2007,NUTS,2006,DE60,2,23683096
2007,NUTS,2006,DE71,2,91476987
2007,NUTS,2006,DE72,2,2298788
2007,NUTS,2006,DE73,2,16502403
2007,NUTS,2006,DE80,2,35638320
2007,NUTS,2006,DE91,2,69824838
2007,NUTS,2006,DE92,2,99248398
2007,NUTS,2006,DE93,2,62688496
2007,NUTS,2006,DE94,2,97661910
2007,NUTS,2006,DEA1,2,99338659
2007,NUTS,2006,DEA2,2,62784742
2007,NUTS,2006,DEA3,2,33775445
2007,NUTS,2006,DEA4,2,26653497
2007,NUTS,2006,DEA5,2,1920422
2007,NUTS,2006,DEB1,2,99620241
2007,NUTS,2006,DEB2,2,83860494
2007,NUTS,2006,DEB3,2,71448073
2007,NUTS,2006,DEC0,2,9953932
2007,NUTS,2006,DED1,2,93706260
2007,NUTS,2006,DED2,2,75862054
2007,NUTS,2006,DED3,2,78281069
2007,NUTS,2006,DEE0,2,46223598
2007,NUTS,2006,DEF0,2,72499969
2007,NUTS,2006,DEG0,2,99224490
2007,NUTS,2006,DK01,2,95611265
2007,NUTS,2006,DK02,2,45197717
2007,NUTS,2006,DK03,2,83475042
2007,NUTS,2006,DK04,2,23873053
2007,NUTS,2006,DK05,2,17874874
2007,NUTS,2006,EE00,2,46202251
2007,NUTS,2006,ES11,2,9025765
2007,NUTS,2006,ES12,2,4419376
2007,NUTS,2006,ES13,2,44798280
2007,NUTS,2006,ES21,2,77156572
2007,NUTS,2006,ES22,2,678355
2007,NUTS,2006,ES23,2,66058800
2007,NUTS,2006,ES24,2,88813383
2007,NUTS,2006,ES30,2,44643512
2007,NUTS,2006,ES41,2,96156990
2007,NUTS,2006,ES42,2,1236407
2007,NUTS,2006,ES43,2,94491813
2007,NUTS,2006,ES51,2,73887424
2007,NUTS,2006,ES52,2,83215883
2007,NUTS,2006,ES53,2,33579478
2007,NUTS,2006,ES61,2,1617600
2007,NUTS,2006,ES62,2,5574199
2007,NUTS,2006,ES63,2,2603730
2007,NUTS,2006,ES64,2,61420333
2007,NUTS,2006,ES70,2,941505
2007,NUTS,2006,FI13,2,33139209
2007,NUTS,2006,FI18,2,88749771
2007,NUTS,2006,FI19,2,99507605
2007,NUTS,2006,FI1A,2,29187606
2007,NUTS,2006,FI20,2,27211473
2007,NUTS,2006,FR10,2,50880995
2007,NUTS,2006,FR21,2,75295729
2007,NUTS,2006,FR22,2,797457
2007,NUTS,2006,FR23,2,69911342
2007,NUTS,2006,FR24,2,94790986
2007,NUTS,2006,FR25,2,24044722
2007,NUTS,2006,FR26,2,82509974
2007,NUTS,2006,FR30,2,1888196
2007,NUTS,2006,FR41,2,26641782
2007,NUTS,2006,FR42,2,66785741
2007,NUTS,2006,FR43,2,97699626
2007,NUTS,2006,FR51,2,41158662
2007,NUTS,2006,FR52,2,35281555
2007,NUTS,2006,FR53,2,40595862
2007,NUTS,2006,FR61,2,15803120
2007,NUTS,2006,FR62,2,28944037
2007,NUTS,2006,FR63,2,46709427
2007,NUTS,2006,FR71,2,33585077
2007,NUTS,2006,FR72,2,94207479
2007,NUTS,2006,FR81,2,88617939
2007,NUTS,2006,FR82,2,58996862
2007,NUTS,2006,FR83,2,86873909
2007,NUTS,2006,FR91,2,11290385
2007,NUTS,2006,FR92,2,73326275
2007,NUTS,2006,FR93,2,57877057
2007,NUTS,2006,FR94,2,43595869
2007,NUTS,2006,GR11,2,87464098
2007,NUTS,2006,GR12,2,79043111
2007,NUTS,2006,GR13,2,72271207
2007,NUTS,2006,GR14,2,36038234
2007,NUTS,2006,GR21,2,74051567
2007,NUTS,2006,GR22,2,37719912
2007,NUTS,2006,GR23,2,699671
2007,NUTS,2006,GR24,2,73809272
2007,NUTS,2006,GR25,2,90361143
2007,NUTS,2006,GR30,2,72080961
2007,NUTS,2006,GR41,2,35847798
2007,NUTS,2006,GR42,2,16065100
2007,NUTS,2006,GR43,2,4765739
2007,NUTS,2006,HR01,2,65887433
2007,NUTS,2006,HR02,2,94806047
2007,NUTS,2006,HR03,2,65845992
2007,NUTS,2006,HU10,2,94409557
2007,NUTS,2006,HU21,2,32191024
2007,NUTS,2006,HU22,2,5602656
2007,NUTS,2006,HU23,2,87326549
2007,NUTS,2006,HU31,2,98935719
2007,NUTS,2006,HU32,2,80106540
2007,NUTS,2006,HU33,2,29243290
2007,NUTS,2006,IE01,2,26303200
2007,NUTS,2006,IE02,2,51692721
2007,NUTS,2006,IS00,2,68454499
2007,NUTS,2006,ITC1,2,28729442
2007,NUTS,2006,ITC2,2,84870677
2007,NUTS,2006,ITC3,2,85089018
2007,NUTS,2006,ITC4,2,29922685
2007,NUTS,2006,ITD1,2,51168470
2007,NUTS,2006,ITD2,2,72264583
2007,NUTS,2006,ITD3,2,23493493
2007,NUTS,2006,ITD4,2,46852824
2007,NUTS,2006,ITD5,2,81084176
2007,NUTS,2006,ITE1,2,24132456
2007,NUTS,2006,ITE2,2,37265628
2007,NUTS,2006,ITE3,2,43656693
2007,NUTS,2006,ITE4,2,36318217
2007,NUTS,2006,ITF1,2,38294178
2007,NUTS,2006,ITF2,2,10037808
2007,NUTS,2006,ITF3,2,81753013
2007,NUTS,2006,ITF4,2,89002962
2007,NUTS,2006,ITF5,2,7884290
2007,NUTS,2006,ITF6,2,14744161
2007,NUTS,2006,ITG1,2,53304567
2007,NUTS,2006,ITG2,2,51044577
2007,NUTS,2006,LI00,2,86023012
2007,NUTS,2006,LT00,2,8020368
2007,NUTS,2006,LU00,2,84145985
2007,NUTS,2006,LV00,2,92261137
2007,NUTS,2006,ME00,2,73897098
2007,NUTS,2006,MK00,2,5900161
2007,NUTS,2006,MT00,2,81208180
2007,NUTS,2006,NL11,2,7871472
2007,NUTS,2006,NL12,2,5006449
2007,NUTS,2006,NL13,2,23370174
2007,NUTS,2006,NL21,2,41983692
2007,NUTS,2006,NL22,2,20632621
2007,NUTS,2006,NL23,2,41119517
2007,NUTS,2006,NL31,2,69525783
2007,NUTS,2006,NL32,2,43350136
2007,NUTS,2006,NL33,2,19253641
2007,NUTS,2006,NL34,2,92328638
2007,NUTS,2006,NL41,2,102739
2007,NUTS,2006,NL42,2,37635435
2007,NUTS,2006,NO01,2,66689897
2007,NUTS,2006,NO02,2,42057980
2007,NUTS,2006,NO03,2,99043231
2007,NUTS,2006,NO04,2,91681080
2007,NUTS,2006,NO05,2,34400218
2007,NUTS,2006,NO06,2,84053226
2007,NUTS,2006,NO07,2,1777923
2007,NUTS,2006,PL11,2,97420308
2007,NUTS,2006,PL12,2,15103884
2007,NUTS,2006,PL21,2,686102
2007,NUTS,2006,PL22,2,6206815
2007,NUTS,2006,PL31,2,35993967
2007,NUTS,2006,PL32,2,36638341
2007,NUTS,2006,PL33,2,3064119
2007,NUTS,2006,PL34,2,97091548
2007,NUTS,2006,PL41,2,33400433
2007,NUTS,2006,PL42,2,96137218
2007,NUTS,2006,PL43,2,55285558
2007,NUTS,2006,PL51,2,78273220
2007,NUTS,2006,PL52,2,87969990
2007,NUTS,2006,PL61,2,89666160
2007,NUTS,2006,PL62,2,76505062
2007,NUTS,2006,PL63,2,81437942
2007,NUTS,2006,PT11,2,7333367
2007,NUTS,2006,PT15,2,42865795
2007,NUTS,2006,PT16,2,54221734
2007,NUTS,2006,PT17,2,4534505
2007,NUTS,2006,PT18,2,3135867
2007,NUTS,2006,PT20,2,30640124
2007,NUTS,2006,PT30,2,4779690
2007,NUTS,2006,RO11,2,32732199
2007,NUTS,2006,RO12,2,50997111
2007,NUTS,2006,RO21,2,53919161
2007,NUTS,2006,RO22,2,99123386
2007,NUTS,2006,RO31,2,70697321
2007,NUTS,2006,RO32,2,69692188
2007,NUTS,2006,RO41,2,62678680
2007,NUTS,2006,RO42,2,23095266
2007,NUTS,2006,SE11,2,90234744
2007,NUTS,2006,SE12,2,81983007
2007,NUTS,2006,SE21,2,84412180
2007,NUTS,2006,SE22,2,69544082
2007,NUTS,2006,SE23,2,63781311
2007,NUTS,2006,SE31,2,85796869
2007,NUTS,2006,SE32,2,41380274
2007,NUTS,2006,SE33,2,84369577
2007,NUTS,2006,SI01,2,94200207
2007,NUTS,2006,SI02,2,46276634
2007,NUTS,2006,SK01,2,21890708
2007,NUTS,2006,SK02,2,45613106
2007,NUTS,2006,SK03,2,20559344
2007,NUTS,2006,SK04,2,72288342
2007,NUTS,2006,TR10,2,52224118
2007,NUTS,2006,TR21,2,41002219
2007,NUTS,2006,TR22,2,28891778
2007,NUTS,2006,TR31,2,25583095
2007,NUTS,2006,TR32,2,71785089
2007,NUTS,2006,TR33,2,41785753
2007,NUTS,2006,TR41,2,50537156
2007,NUTS,2006,TR42,2,44999723
2007,NUTS,2006,TR51,2,53068172
2007,NUTS,2006,TR52,2,57426527
2007,NUTS,2006,TR61,2,26941793
2007,NUTS,2006,TR62,2,43812653
2007,NUTS,2006,TR63,2,82812296
2007,NUTS,2006,TR71,2,67373398
2007,NUTS,2006,TR72,2,1762183
2007,NUTS,2006,TR81,2,74222889
2007,NUTS,2006,TR82,2,29145298
2007,NUTS,2006,TR83,2,93949598
2007,NUTS,2006,TR90,2,64206117
2007,NUTS,2006,TRA1,2,11313649
2007,NUTS,2006,TRA2,2,60224956
2007,NUTS,2006,TRB1,2,40619243
2007,NUTS,2006,TRB2,2,60115115
2007,NUTS,2006,TRC1,2,17747882
2007,NUTS,2006,TRC2,2,33288629
2007,NUTS,2006,TRC3,2,38948398
2007,NUTS,2006,UKC1,2,94859742
2007,NUTS,2006,UKC2,2,15888122
2007,NUTS,2006,UKD1,2,33019597
2007,NUTS,2006,UKD2,2,53725709
2007,NUTS,2006,UKD3,2,34829903
2007,NUTS,2006,UKD4,2,37631015
2007,NUTS,2006,UKD5,2,88991015
2007,NUTS,2006,UKE1,2,32749477
2007,NUTS,2006,UKE2,2,80167669
2007,NUTS,2006,UKE3,2,64938013
2007,NUTS,2006,UKE4,2,49393387
2007,NUTS,2006,UKF1,2,16380053
2007,NUTS,2006,UKF2,2,57214230
2007,NUTS,2006,UKF3,2,41555472
2007,NUTS,2006,UKG1,2,2449627
2007,NUTS,2006,UKG2,2,44443539
2007,NUTS,2006,UKG3,2,88980798
2007,NUTS,2006,UKH1,2,82635635
2007,NUTS,2006,UKH2,2,98449987
2007,NUTS,2006,UKH3,2,94651468
2007,NUTS,2006,UKI1,2,74305572
2007,NUTS,2006,UKI2,2,25869648
2007,NUTS,2006,UKJ1,2,5776680
2007,NUTS,2006,UKJ2,2,14180059
2007,NUTS,2006,UKJ3,2,79876504
2007,NUTS,2006,UKJ4,2,34759059
2007,NUTS,2006,UKK1,2,18559387
2007,NUTS,2006,UKK2,2,38123715
2007,NUTS,2006,UKK3,2,51304461
2007,NUTS,2006,UKK4,2,89407978
2007,NUTS,2006,UKL1,2,17811365
2007,NUTS,2006,UKL2,2,10443827
2007,NUTS,2006,UKM2,2,92330050
2007,NUTS,2006,UKM3,2,81353537
2007,NUTS,2006,UKM5,2,160393
2007,NUTS,2006,UKM6,2,17684360
2007,NUTS,2006,UKN0,2,1169215
2007,NUTS,2006,AT111,3,61837037
2007,NUTS,2006,AT112,3,30089677
2007,NUTS,2006,AT113,3,31893749
2007,NUTS,2006,AT121,3,48289522
2007,NUTS,2006,AT122,3,16769982
