year,region_type,region_year_spec,region_id,region_level,laodo
2010,NUTS,2010,AT,0,0
2010,NUTS,2010,BE,0,6
2010,NUTS,2010,BG,0,6
2010,NUTS,2010,CH,0,5
2010,NUTS,2010,CY,0,10
2010,NUTS,2010,CZ,0,2
2010,NUTS,2010,DE,0,6
2010,NUTS,2010,DK,0,1
2010,NUTS,2010,EE,0,6
2010,NUTS,2010,EL,0,0
2010,NUTS,2010,ES,0,7
2010,NUTS,2010,FI,0,5
2010,NUTS,2010,FR,0,1
2010,NUTS,2010,HR,0,5
2010,NUTS,2010,HU,0,3
2010,NUTS,2010,IE,0,8
2010,NUTS,2010,IS,0,0
2010,NUTS,2010,IT,0,4
2010,NUTS,2010,LI,0,7
2010,NUTS,2010,LT,0,3
2010,NUTS,2010,LU,0,6
2010,NUTS,2010,LV,0,5
2010,NUTS,2010,ME,0,1
2010,NUTS,2010,MK,0,10
2010,NUTS,2010,MT,0,4
2010,NUTS,2010,NL,0,2
2010,NUTS,2010,NO,0,4
2010,NUTS,2010,PL,0,8
2010,NUTS,2010,PT,0,1
2010,NUTS,2010,RO,0,9
2010,NUTS,2010,SE,0,0
2010,NUTS,2010,SI,0,5
2010,NUTS,2010,SK,0,3
2010,NUTS,2010,TR,0,8
2010,NUTS,2010,UK,0,4
2010,NUTS,2010,AT1,1,5
2010,NUTS,2010,AT2,1,4
2010,NUTS,2010,AT3,1,0
2010,NUTS,2010,BE1,1,9
2010,NUTS,2010,BE2,1,2
2010,NUTS,2010,BE3,1,3
2010,NUTS,2010,BG3,1,1
2010,NUTS,2010,BG4,1,8
2010,NUTS,2010,CH0,1,7
2010,NUTS,2010,CY0,1,3
2010,NUTS,2010,CZ0,1,9
2010,NUTS,2010,DE1,1,9
2010,NUTS,2010,DE2,1,9
2010,NUTS,2010,DE3,1,4
2010,NUTS,2010,DE4,1,5
2010,NUTS,2010,DE5,1,8
2010,NUTS,2010,DE6,1,2
2010,NUTS,2010,DE7,1,6
2010,NUTS,2010,DE8,1,8
2010,NUTS,2010,DE9,1,2
2010,NUTS,2010,DEA,1,6
2010,NUTS,2010,DEB,1,3
2010,NUTS,2010,DEC,1,0
2010,NUTS,2010,DED,1,3
2010,NUTS,2010,DEE,1,5
2010,NUTS,2010,DEF,1,1
2010,NUTS,2010,DEG,1,8
2010,NUTS,2010,DK0,1,2
2010,NUTS,2010,EE0,1,1
2010,NUTS,2010,EL1,1,4
2010,NUTS,2010,EL2,1,5
2010,NUTS,2010,EL3,1,6
2010,NUTS,2010,EL4,1,9
2010,NUTS,2010,ES1,1,5
2010,NUTS,2010,ES2,1,8
2010,NUTS,2010,ES3,1,2
2010,NUTS,2010,ES4,1,10
2010,NUTS,2010,ES5,1,10
2010,NUTS,2010,ES6,1,8
2010,NUTS,2010,ES7,1,9
2010,NUTS,2010,FI1,1,2
2010,NUTS,2010,FI2,1,10
2010,NUTS,2010,FR1,1,8
2010,NUTS,2010,FR2,1,0
2010,NUTS,2010,FR3,1,1
2010,NUTS,2010,FR4,1,2
2010,NUTS,2010,FR5,1,9
2010,NUTS,2010,FR6,1,5
2010,NUTS,2010,FR7,1,4
2010,NUTS,2010,FR8,1,7
2010,NUTS,2010,FR9,1,1
2010,NUTS,2010,HR0,1,4
2010,NUTS,2010,HU1,1,5
2010,NUTS,2010,HU2,1,4
2010,NUTS,2010,HU3,1,0
2010,NUTS,2010,IE0,1,10
2010,NUTS,2010,IS0,1,1
2010,NUTS,2010,ITC,1,1
2010,NUTS,2010,ITF,1,5
2010,NUTS,2010,ITG,1,1
2010,NUTS,2010,ITH,1,9
2010,NUTS,2010,ITI,1,4
2010,NUTS,2010,LI0,1,2
2010,NUTS,2010,LT0,1,7
2010,NUTS,2010,LU0,1,5
2010,NUTS,2010,LV0,1,9
2010,NUTS,2010,ME0,1,2
2010,NUTS,2010,MK0,1,9
2010,NUTS,2010,MT0,1,0
2010,NUTS,2010,NL1,1,6
2010,NUTS,2010,NL2,1,10
2010,NUTS,2010,NL3,1,3
2010,NUTS,2010,NL4,1,1
2010,NUTS,2010,NO0,1,8
2010,NUTS,2010,N_A,1,8
2010,NUTS,2010,PL1,1,10
2010,NUTS,2010,PL2,1,10
2010,NUTS,2010,PL3,1,10
2010,NUTS,2010,PL4,1,5
2010,NUTS,2010,PL5,1,2
2010,NUTS,2010,PL6,1,10
2010,NUTS,2010,PT1,1,10
2010,NUTS,2010,PT2,1,5
2010,NUTS,2010,PT3,1,0
2010,NUTS,2010,RO1,1,6
2010,NUTS,2010,RO2,1,7
2010,NUTS,2010,RO3,1,7
2010,NUTS,2010,RO4,1,4
2010,NUTS,2010,SE1,1,7
2010,NUTS,2010,SE2,1,5
2010,NUTS,2010,SE3,1,1
2010,NUTS,2010,SI0,1,5
2010,NUTS,2010,SK0,1,6
2010,NUTS,2010,TR1,1,1
2010,NUTS,2010,TR2,1,9
2010,NUTS,2010,TR3,1,6
2010,NUTS,2010,TR4,1,0
2010,NUTS,2010,TR5,1,8
2010,NUTS,2010,TR6,1,5
2010,NUTS,2010,TR7,1,8
2010,NUTS,2010,TR8,1,9
2010,NUTS,2010,TR9,1,5
2010,NUTS,2010,TRA,1,5
2010,NUTS,2010,TRB,1,5
2010,NUTS,2010,TRC,1,6
2010,NUTS,2010,UKC,1,4
2010,NUTS,2010,UKD,1,2
2010,NUTS,2010,UKE,1,2
2010,NUTS,2010,UKF,1,0
2010,NUTS,2010,UKG,1,0
2010,NUTS,2010,UKH,1,9
2010,NUTS,2010,UKI,1,1
2010,NUTS,2010,UKJ,1,3
2010,NUTS,2010,UKK,1,3
2010,NUTS,2010,UKL,1,7
2010,NUTS,2010,UKM,1,8
2010,NUTS,2010,UKN,1,1
2010,NUTS,2010,AT11,2,10
2010,NUTS,2010,AT12,2,8
2010,NUTS,2010,AT13,2,3
2010,NUTS,2010,AT21,2,7
2010,NUTS,2010,AT22,2,10
2010,NUTS,2010,AT31,2,9
2010,NUTS,2010,AT32,2,2
2010,NUTS,2010,AT33,2,6
2010,NUTS,2010,AT34,2,8
2010,NUTS,2010,BE10,2,8
2010,NUTS,2010,BE21,2,9
2010,NUTS,2010,BE22,2,3
2010,NUTS,2010,BE23,2,3
2010,NUTS,2010,BE24,2,10
2010,NUTS,2010,BE25,2,2
2010,NUTS,2010,BE31,2,4
2010,NUTS,2010,BE32,2,7
2010,NUTS,2010,BE33,2,3
2010,NUTS,2010,BE34,2,5
2010,NUTS,2010,BE35,2,7
2010,NUTS,2010,BG31,2,3
2010,NUTS,2010,BG32,2,7
2010,NUTS,2010,BG33,2,3
2010,NUTS,2010,BG34,2,9
2010,NUTS,2010,BG41,2,9
2010,NUTS,2010,BG42,2,3
2010,NUTS,2010,CH01,2,6
2010,NUTS,2010,CH02,2,7
2010,NUTS,2010,CH03,2,2
2010,NUTS,2010,CH04,2,8
2010,NUTS,2010,CH05,2,10
2010,NUTS,2010,CH06,2,4
2010,NUTS,2010,CH07,2,0
2010,NUTS,2010,CY00,2,5
2010,NUTS,2010,CZ01,2,3
2010,NUTS,2010,CZ02,2,0
2010,NUTS,2010,CZ03,2,6
2010,NUTS,2010,CZ04,2,4
2010,NUTS,2010,CZ05,2,6
2010,NUTS,2010,CZ06,2,1
2010,NUTS,2010,CZ07,2,7
2010,NUTS,2010,CZ08,2,10
2010,NUTS,2010,DE11,2,7
2010,NUTS,2010,DE12,2,2
2010,NUTS,2010,DE13,2,4
2010,NUTS,2010,DE14,2,8
2010,NUTS,2010,DE21,2,3
2010,NUTS,2010,DE22,2,0
2010,NUTS,2010,DE23,2,9
2010,NUTS,2010,DE24,2,2
2010,NUTS,2010,DE25,2,6
2010,NUTS,2010,DE26,2,1
2010,NUTS,2010,DE27,2,5
2010,NUTS,2010,DE30,2,9
2010,NUTS,2010,DE40,2,7
2010,NUTS,2010,DE50,2,9
2010,NUTS,2010,DE60,2,4
2010,NUTS,2010,DE71,2,5
2010,NUTS,2010,DE72,2,5
2010,NUTS,2010,DE73,2,7
2010,NUTS,2010,DE80,2,7
2010,NUTS,2010,DE91,2,4
2010,NUTS,2010,DE92,2,0
2010,NUTS,2010,DE93,2,5
2010,NUTS,2010,DE94,2,1
2010,NUTS,2010,DEA1,2,10
2010,NUTS,2010,DEA2,2,0
2010,NUTS,2010,DEA3,2,7
2010,NUTS,2010,DEA4,2,3
2010,NUTS,2010,DEA5,2,1
2010,NUTS,2010,DEB1,2,0
2010,NUTS,2010,DEB2,2,10
2010,NUTS,2010,DEB3,2,10
2010,NUTS,2010,DEC0,2,1
2010,NUTS,2010,DED2,2,5
2010,NUTS,2010,DED4,2,7
2010,NUTS,2010,DED5,2,4
2010,NUTS,2010,DEE0,2,4
2010,NUTS,2010,DEF0,2,4
2010,NUTS,2010,DEG0,2,10
2010,NUTS,2010,DK01,2,3
2010,NUTS,2010,DK02,2,9
2010,NUTS,2010,DK03,2,6
2010,NUTS,2010,DK04,2,3
2010,NUTS,2010,DK05,2,5
2010,NUTS,2010,EE00,2,0
2010,NUTS,2010,EL11,2,8
2010,NUTS,2010,EL12,2,6
2010,NUTS,2010,EL13,2,10
2010,NUTS,2010,EL14,2,10
2010,NUTS,2010,EL21,2,0
2010,NUTS,2010,EL22,2,5
2010,NUTS,2010,EL23,2,7
2010,NUTS,2010,EL24,2,2
2010,NUTS,2010,EL25,2,10
2010,NUTS,2010,EL30,2,8
2010,NUTS,2010,EL41,2,6
2010,NUTS,2010,EL42,2,5
2010,NUTS,2010,EL43,2,1
2010,NUTS,2010,ES11,2,8
2010,NUTS,2010,ES12,2,2
2010,NUTS,2010,ES13,2,8
2010,NUTS,2010,ES21,2,2
2010,NUTS,2010,ES22,2,4
2010,NUTS,2010,ES23,2,10
2010,NUTS,2010,ES24,2,1
2010,NUTS,2010,ES30,2,10
2010,NUTS,2010,ES41,2,7
2010,NUTS,2010,ES42,2,3
2010,NUTS,2010,ES43,2,4
2010,NUTS,2010,ES51,2,6
2010,NUTS,2010,ES52,2,4
2010,NUTS,2010,ES53,2,3
2010,NUTS,2010,ES61,2,0
2010,NUTS,2010,ES62,2,1
2010,NUTS,2010,ES63,2,1
2010,NUTS,2010,ES64,2,0
2010,NUTS,2010,ES70,2,7
2010,NUTS,2010,FI19,2,9
2010,NUTS,2010,FI1B,2,0
2010,NUTS,2010,FI1C,2,6
2010,NUTS,2010,FI1D,2,8
2010,NUTS,2010,FI20,2,8
2010,NUTS,2010,FR10,2,2
2010,NUTS,2010,FR21,2,0
2010,NUTS,2010,FR22,2,7
2010,NUTS,2010,FR23,2,1
2010,NUTS,2010,FR24,2,0
2010,NUTS,2010,FR25,2,8
2010,NUTS,2010,FR26,2,1
2010,NUTS,2010,FR30,2,4
2010,NUTS,2010,FR41,2,7
2010,NUTS,2010,FR42,2,0
2010,NUTS,2010,FR43,2,2
2010,NUTS,2010,FR51,2,3
2010,NUTS,2010,FR52,2,9
2010,NUTS,2010,FR53,2,10
2010,NUTS,2010,FR61,2,9
2010,NUTS,2010,FR62,2,7
2010,NUTS,2010,FR63,2,7
2010,NUTS,2010,FR71,2,5
2010,NUTS,2010,FR72,2,5
2010,NUTS,2010,FR81,2,0
2010,NUTS,2010,FR82,2,2
2010,NUTS,2010,FR83,2,1
2010,NUTS,2010,FR91,2,5
2010,NUTS,2010,FR92,2,2
2010,NUTS,2010,FR93,2,3
2010,NUTS,2010,FR94,2,9
2010,NUTS,2010,HR03,2,10
2010,NUTS,2010,HR04,2,2
2010,NUTS,2010,HU10,2,4
2010,NUTS,2010,HU21,2,2
2010,NUTS,2010,HU22,2,3
2010,NUTS,2010,HU23,2,7
2010,NUTS,2010,HU31,2,3
2010,NUTS,2010,HU32,2,7
2010,NUTS,2010,HU33,2,6
2010,NUTS,2010,IE01,2,10
2010,NUTS,2010,IE02,2,4
2010,NUTS,2010,IS00,2,2
2010,NUTS,2010,ITC1,2,4
2010,NUTS,2010,ITC2,2,10
2010,NUTS,2010,ITC3,2,6
2010,NUTS,2010,ITC4,2,4
2010,NUTS,2010,ITF1,2,10
2010,NUTS,2010,ITF2,2,8
2010,NUTS,2010,ITF3,2,7
2010,NUTS,2010,ITF4,2,3
2010,NUTS,2010,ITF5,2,8
2010,NUTS,2010,ITF6,2,10
2010,NUTS,2010,ITG1,2,6
2010,NUTS,2010,ITG2,2,0
2010,NUTS,2010,ITH1,2,1
2010,NUTS,2010,ITH2,2,7
2010,NUTS,2010,ITH3,2,1
2010,NUTS,2010,ITH4,2,6
2010,NUTS,2010,ITH5,2,0
2010,NUTS,2010,ITI1,2,10
2010,NUTS,2010,ITI2,2,5
2010,NUTS,2010,ITI3,2,9
2010,NUTS,2010,ITI4,2,0
2010,NUTS,2010,LI00,2,0
2010,NUTS,2010,LT00,2,2
2010,NUTS,2010,LU00,2,0
2010,NUTS,2010,LV00,2,9
2010,NUTS,2010,ME00,2,9
2010,NUTS,2010,MK00,2,0
2010,NUTS,2010,MT00,2,7
2010,NUTS,2010,NL11,2,6
2010,NUTS,2010,NL12,2,2
2010,NUTS,2010,NL13,2,0
2010,NUTS,2010,NL21,2,5
2010,NUTS,2010,NL22,2,9
2010,NUTS,2010,NL23,2,4
2010,NUTS,2010,NL31,2,6
2010,NUTS,2010,NL32,2,3
2010,NUTS,2010,NL33,2,1
2010,NUTS,2010,NL34,2,3
2010,NUTS,2010,NL41,2,4
2010,NUTS,2010,NL42,2,10
2010,NUTS,2010,NO01,2,3
2010,NUTS,2010,NO02,2,4
2010,NUTS,2010,NO03,2,6
2010,NUTS,2010,NO04,2,10
2010,NUTS,2010,NO05,2,6
2010,NUTS,2010,NO06,2,5
2010,NUTS,2010,NO07,2,3
2010,NUTS,2010,PL11,2,8
2010,NUTS,2010,PL12,2,1
2010,NUTS,2010,PL21,2,0
2010,NUTS,2010,PL22,2,3
2010,NUTS,2010,PL31,2,9
2010,NUTS,2010,PL32,2,7
2010,NUTS,2010,PL33,2,5
2010,NUTS,2010,PL34,2,5
2010,NUTS,2010,PL41,2,5
2010,NUTS,2010,PL42,2,9
2010,NUTS,2010,PL43,2,4
2010,NUTS,2010,PL51,2,10
2010,NUTS,2010,PL52,2,2
2010,NUTS,2010,PL61,2,1
2010,NUTS,2010,PL62,2,8
2010,NUTS,2010,PL63,2,8
2010,NUTS,2010,PT11,2,3
2010,NUTS,2010,PT15,2,6
2010,NUTS,2010,PT16,2,5
2010,NUTS,2010,PT17,2,3
2010,NUTS,2010,PT18,2,8
2010,NUTS,2010,PT20,2,3
2010,NUTS,2010,PT30,2,0
2010,NUTS,2010,RO11,2,6
2010,NUTS,2010,RO12,2,8
2010,NUTS,2010,RO21,2,5
2010,NUTS,2010,RO22,2,9
2010,NUTS,2010,RO31,2,4
2010,NUTS,2010,RO32,2,5
2010,NUTS,2010,RO41,2,10
2010,NUTS,2010,RO42,2,1
2010,NUTS,2010,SE11,2,10
2010,NUTS,2010,SE12,2,4
2010,NUTS,2010,SE21,2,8
2010,NUTS,2010,SE22,2,10
2010,NUTS,2010,SE23,2,2
2010,NUTS,2010,SE31,2,7
2010,NUTS,2010,SE32,2,6
2010,NUTS,2010,SE33,2,6
2010,NUTS,2010,SI01,2,6
2010,NUTS,2010,SI02,2,8
2010,NUTS,2010,SK01,2,7
2010,NUTS,2010,SK02,2,1
2010,NUTS,2010,SK03,2,9
