year,region_type,region_year_spec,region_id,region_level,dumat
2006,NUTS,2006,AT,0,1396530
2006,NUTS,2006,BE,0,54685559
2006,NUTS,2006,BG,0,73254849
2006,NUTS,2006,CH,0,60868121
2006,NUTS,2006,CY,0,86909698
2006,NUTS,2006,CZ,0,48708718
2006,NUTS,2006,DE,0,27255332
2006,NUTS,2006,DK,0,94764764
2006,NUTS,2006,EE,0,72248950
2006,NUTS,2006,ES,0,52294237
2006,NUTS,2006,FI,0,11728557
2006,NUTS,2006,FR,0,58176290
2006,NUTS,2006,GR,0,53701799
2006,NUTS,2006,HR,0,45527301
2006,NUTS,2006,HU,0,3585118
2006,NUTS,2006,IE,0,97899147
2006,NUTS,2006,IS,0,20106133
2006,NUTS,2006,IT,0,49630682
2006,NUTS,2006,LI,0,928834
2006,NUTS,2006,LT,0,44041597
2006,NUTS,2006,LU,0,36134900
2006,NUTS,2006,LV,0,61524346
2006,NUTS,2006,ME,0,15376954
2006,NUTS,2006,MK,0,95533091
2006,NUTS,2006,MT,0,97708428
2006,NUTS,2006,NL,0,37701487
2006,NUTS,2006,NO,0,51581375
2006,NUTS,2006,PL,0,68549808
2006,NUTS,2006,PT,0,52901685
2006,NUTS,2006,RO,0,39644530
2006,NUTS,2006,SE,0,96083884
2006,NUTS,2006,SI,0,79113089
2006,NUTS,2006,SK,0,83053016
2006,NUTS,2006,TR,0,89873432
2006,NUTS,2006,UK,0,59541321
2006,NUTS,2006,AT1,1,81621998
2006,NUTS,2006,AT2,1,98218215
2006,NUTS,2006,AT3,1,16019514
2006,NUTS,2006,BE1,1,2347612
2006,NUTS,2006,BE2,1,71548901
2006,NUTS,2006,BE3,1,86419035
2006,NUTS,2006,BG3,1,92708600
2006,NUTS,2006,BG4,1,20234515
2006,NUTS,2006,CH0,1,83454467
2006,NUTS,2006,CY0,1,17010727
2006,NUTS,2006,CZ0,1,43124001
2006,NUTS,2006,DE1,1,37594436
2006,NUTS,2006,DE2,1,95196112
2006,NUTS,2006,DE3,1,25038648
2006,NUTS,2006,DE4,1,25189545
2006,NUTS,2006,DE5,1,56264574
2006,NUTS,2006,DE6,1,65081945
2006,NUTS,2006,DE7,1,85726208
2006,NUTS,2006,DE8,1,40865448
2006,NUTS,2006,DE9,1,15494773
2006,NUTS,2006,DEA,1,67293095
2006,NUTS,2006,DEB,1,86191940
2006,NUTS,2006,DEC,1,13800317
2006,NUTS,2006,DED,1,16545373
2006,NUTS,2006,DEE,1,77137171
2006,NUTS,2006,DEF,1,49730940
2006,NUTS,2006,DEG,1,84118692
2006,NUTS,2006,DK0,1,48604727
2006,NUTS,2006,EE0,1,1051610
2006,NUTS,2006,ES1,1,2527953
2006,NUTS,2006,ES2,1,58259927
2006,NUTS,2006,ES3,1,65642764
2006,NUTS,2006,ES4,1,71201069
2006,NUTS,2006,ES5,1,83565304
2006,NUTS,2006,ES6,1,11380970
2006,NUTS,2006,ES7,1,80541072
2006,NUTS,2006,FI1,1,3908537
2006,NUTS,2006,FI2,1,28821171
2006,NUTS,2006,FR1,1,80923583
2006,NUTS,2006,FR2,1,33122901
2006,NUTS,2006,FR3,1,176321
2006,NUTS,2006,FR4,1,68159875
2006,NUTS,2006,FR5,1,26328671
2006,NUTS,2006,FR6,1,22191555
2006,NUTS,2006,FR7,1,50238656
2006,NUTS,2006,FR8,1,44801131
2006,NUTS,2006,FR9,1,290407
2006,NUTS,2006,GR1,1,55909955
2006,NUTS,2006,GR2,1,79805281
2006,NUTS,2006,GR3,1,10825815
2006,NUTS,2006,GR4,1,80753240
2006,NUTS,2006,HR0,1,19825261
2006,NUTS,2006,HU1,1,11380071
2006,NUTS,2006,HU2,1,45828992
2006,NUTS,2006,HU3,1,43155334
2006,NUTS,2006,IE0,1,14726169
2006,NUTS,2006,IS0,1,29454852
2006,NUTS,2006,ITC,1,74661577
2006,NUTS,2006,ITD,1,18771775
2006,NUTS,2006,ITE,1,15527717
2006,NUTS,2006,ITF,1,20326591
2006,NUTS,2006,ITG,1,59129591
2006,NUTS,2006,LI0,1,63055230
2006,NUTS,2006,LT0,1,17862694
2006,NUTS,2006,LU0,1,80236135
2006,NUTS,2006,LV0,1,45888735
2006,NUTS,2006,ME0,1,55828432
2006,NUTS,2006,MK0,1,34670203
2006,NUTS,2006,MT0,1,20785824
2006,NUTS,2006,NL1,1,93226470
2006,NUTS,2006,NL2,1,35403088
2006,NUTS,2006,NL3,1,2552674
2006,NUTS,2006,NL4,1,96005673
2006,NUTS,2006,NO0,1,68696198
2006,NUTS,2006,PL1,1,92606443
2006,NUTS,2006,PL2,1,18978330
2006,NUTS,2006,PL3,1,3863704
2006,NUTS,2006,PL4,1,85189512
2006,NUTS,2006,PL5,1,72982918
2006,NUTS,2006,PL6,1,15088252
2006,NUTS,2006,PT1,1,9254112
2006,NUTS,2006,PT2,1,57512502
2006,NUTS,2006,PT3,1,14205132
2006,NUTS,2006,RO1,1,68664164
2006,NUTS,2006,RO2,1,3695190
2006,NUTS,2006,RO3,1,34360463
2006,NUTS,2006,RO4,1,63569553
2006,NUTS,2006,SE1,1,36561322
2006,NUTS,2006,SE2,1,55282943
2006,NUTS,2006,SE3,1,39615569
2006,NUTS,2006,SI0,1,91462994
2006,NUTS,2006,SK0,1,41862818
2006,NUTS,2006,TR1,1,11910581
2006,NUTS,2006,TR2,1,45420087
2006,NUTS,2006,TR3,1,49207888
2006,NUTS,2006,TR4,1,91525947
2006,NUTS,2006,TR5,1,60823681
2006,NUTS,2006,TR6,1,1484131
2006,NUTS,2006,TR7,1,65352324
2006,NUTS,2006,TR8,1,4147595
2006,NUTS,2006,TR9,1,13706727
2006,NUTS,2006,TRA,1,1327769
2006,NUTS,2006,TRB,1,34595987
2006,NUTS,2006,TRC,1,72157850
2006,NUTS,2006,UKC,1,147328
2006,NUTS,2006,UKD,1,70780198
2006,NUTS,2006,UKE,1,80787557
2006,NUTS,2006,UKF,1,42773866
2006,NUTS,2006,UKG,1,49058851
2006,NUTS,2006,UKH,1,78422429
2006,NUTS,2006,UKI,1,31967398
2006,NUTS,2006,UKJ,1,40351775
2006,NUTS,2006,UKK,1,28290972
2006,NUTS,2006,UKL,1,67335435
2006,NUTS,2006,UKM,1,81215198
2006,NUTS,2006,UKN,1,52839172
2006,NUTS,2006,AT11,2,73849782
2006,NUTS,2006,AT12,2,14741593
2006,NUTS,2006,AT13,2,84739640
2006,NUTS,2006,AT21,2,22442935
2006,NUTS,2006,AT22,2,51985954
2006,NUTS,2006,AT31,2,79888969
2006,NUTS,2006,AT32,2,7980804
2006,NUTS,2006,AT33,2,37361365
2006,NUTS,2006,AT34,2,10203031
2006,NUTS,2006,BE10,2,5355269
2006,NUTS,2006,BE21,2,45680648
2006,NUTS,2006,BE22,2,61548718
2006,NUTS,2006,BE23,2,41123864
2006,NUTS,2006,BE24,2,83667123
2006,NUTS,2006,BE25,2,21084943
2006,NUTS,2006,BE31,2,49340646
2006,NUTS,2006,BE32,2,67535887
2006,NUTS,2006,BE33,2,1893006
2006,NUTS,2006,BE34,2,24521515
2006,NUTS,2006,BE35,2,3426533
2006,NUTS,2006,BG31,2,3684026
2006,NUTS,2006,BG32,2,84378676
2006,NUTS,2006,BG33,2,96788020
2006,NUTS,2006,BG34,2,76109334
2006,NUTS,2006,BG41,2,25837855
2006,NUTS,2006,BG42,2,3211919
2006,NUTS,2006,CH01,2,52639502
2006,NUTS,2006,CH02,2,13256290
2006,NUTS,2006,CH03,2,45949936
2006,NUTS,2006,CH04,2,69189681
2006,NUTS,2006,CH05,2,16137063
2006,NUTS,2006,CH06,2,69745376
2006,NUTS,2006,CH07,2,34501684
2006,NUTS,2006,CY00,2,84299967
2006,NUTS,2006,CZ01,2,91667754
2006,NUTS,2006,CZ02,2,55617714
2006,NUTS,2006,CZ03,2,26903856
2006,NUTS,2006,CZ04,2,52245851
2006,NUTS,2006,CZ05,2,43170393
2006,NUTS,2006,CZ06,2,58221997
2006,NUTS,2006,CZ07,2,29030458
2006,NUTS,2006,CZ08,2,43805955
2006,NUTS,2006,DE11,2,84792662
2006,NUTS,2006,DE12,2,58620468
2006,NUTS,2006,DE13,2,12847684
2006,NUTS,2006,DE14,2,94179440
2006,NUTS,2006,DE21,2,37413573
2006,NUTS,2006,DE22,2,82976308
2006,NUTS,2006,DE23,2,54786470
2006,NUTS,2006,DE24,2,49351169
2006,NUTS,2006,DE25,2,56570212
2006,NUTS,2006,DE26,2,99442012
2006,NUTS,2006,DE27,2,84754308
2006,NUTS,2006,DE30,2,21819784
2006,NUTS,2006,DE41,2,29311837
2006,NUTS,2006,DE42,2,12160657
2006,NUTS,2006,DE50,2,24860980
2006,NUTS,2006,DE60,2,51845427
2006,NUTS,2006,DE71,2,953680
2006,NUTS,2006,DE72,2,91379094
2006,NUTS,2006,DE73,2,85029379
2006,NUTS,2006,DE80,2,7005231
2006,NUTS,2006,DE91,2,36093943
2006,NUTS,2006,DE92,2,80404908
2006,NUTS,2006,DE93,2,59083743
2006,NUTS,2006,DE94,2,41193494
2006,NUTS,2006,DEA1,2,78603831
2006,NUTS,2006,DEA2,2,17796846
2006,NUTS,2006,DEA3,2,44077726
2006,NUTS,2006,DEA4,2,25632327
2006,NUTS,2006,DEA5,2,57621953
2006,NUTS,2006,DEB1,2,89627357
