year,region_type,region_year_spec,region_id,region_level,dizoz
2008,NUTS,2006,AT,0,3648005
2008,NUTS,2006,BE,0,9687934
2008,NUTS,2006,BG,0,5422244
2008,NUTS,2006,CH,0,8883756
2008,NUTS,2006,CY,0,6577072
2008,NUTS,2006,CZ,0,2619902
2008,NUTS,2006,DE,0,8892361
2008,NUTS,2006,DK,0,6577293
2008,NUTS,2006,EE,0,6446526
2008,NUTS,2006,ES,0,7471821
2008,NUTS,2006,FI,0,6196676
2008,NUTS,2006,FR,0,8299041
2008,NUTS,2006,GR,0,8646265
2008,NUTS,2006,HR,0,7455877
2008,NUTS,2006,HU,0,9730263
2008,NUTS,2006,IE,0,3991612
2008,NUTS,2006,IS,0,1252071
2008,NUTS,2006,IT,0,5454914
2008,NUTS,2006,LI,0,111981
2008,NUTS,2006,LT,0,6647709
2008,NUTS,2006,LU,0,6728005
2008,NUTS,2006,LV,0,6427482
2008,NUTS,2006,ME,0,4169451
2008,NUTS,2006,MK,0,8530341
2008,NUTS,2006,MT,0,1533625
2008,NUTS,2006,NL,0,5157633
2008,NUTS,2006,NO,0,8822403
2008,NUTS,2006,PL,0,4613507
2008,NUTS,2006,PT,0,6855174
2008,NUTS,2006,RO,0,5467747
2008,NUTS,2006,SE,0,7202292
2008,NUTS,2006,SI,0,6377672
2008,NUTS,2006,SK,0,4927057
2008,NUTS,2006,TR,0,4569658
2008,NUTS,2006,UK,0,5672643
2008,NUTS,2006,AT1,1,6474031
2008,NUTS,2006,AT2,1,7422926
2008,NUTS,2006,AT3,1,8537935
2008,NUTS,2006,BE1,1,8142729
2008,NUTS,2006,BE2,1,4296091
2008,NUTS,2006,BE3,1,3696423
2008,NUTS,2006,BG3,1,5843428
2008,NUTS,2006,BG4,1,8558179
2008,NUTS,2006,CH0,1,9671329
2008,NUTS,2006,CY0,1,8187638
2008,NUTS,2006,CZ0,1,2764221
2008,NUTS,2006,DE1,1,8455718
2008,NUTS,2006,DE2,1,4625621
2008,NUTS,2006,DE3,1,3952073
2008,NUTS,2006,DE4,1,4431841
2008,NUTS,2006,DE5,1,324448
2008,NUTS,2006,DE6,1,1899466
2008,NUTS,2006,DE7,1,7951522
2008,NUTS,2006,DE8,1,9048073
2008,NUTS,2006,DE9,1,998662
2008,NUTS,2006,DEA,1,6822371
2008,NUTS,2006,DEB,1,3147874
2008,NUTS,2006,DEC,1,7709409
2008,NUTS,2006,DED,1,5792647
2008,NUTS,2006,DEE,1,8918458
2008,NUTS,2006,DEF,1,4100900
2008,NUTS,2006,DEG,1,3140471
2008,NUTS,2006,DK0,1,657583
2008,NUTS,2006,EE0,1,8773173
2008,NUTS,2006,ES1,1,3153587
2008,NUTS,2006,ES2,1,8641404
2008,NUTS,2006,ES3,1,7852161
2008,NUTS,2006,ES4,1,6805329
2008,NUTS,2006,ES5,1,6231692
2008,NUTS,2006,ES6,1,3416812
2008,NUTS,2006,ES7,1,2780826
2008,NUTS,2006,FI1,1,1367799
2008,NUTS,2006,FI2,1,142488
2008,NUTS,2006,FR1,1,4331761
2008,NUTS,2006,FR2,1,5939920
2008,NUTS,2006,FR3,1,9966183
2008,NUTS,2006,FR4,1,2200077
2008,NUTS,2006,FR5,1,3013275
2008,NUTS,2006,FR6,1,1718117
2008,NUTS,2006,FR7,1,6228181
2008,NUTS,2006,FR8,1,694600
2008,NUTS,2006,FR9,1,520599
2008,NUTS,2006,GR1,1,8017033
2008,NUTS,2006,GR2,1,7859103
2008,NUTS,2006,GR3,1,7210349
2008,NUTS,2006,GR4,1,8112909
2008,NUTS,2006,HR0,1,9243533
2008,NUTS,2006,HU1,1,4666187
2008,NUTS,2006,HU2,1,5242932
2008,NUTS,2006,HU3,1,9023119
2008,NUTS,2006,IE0,1,2022266
2008,NUTS,2006,IS0,1,1738152
2008,NUTS,2006,ITC,1,422408
2008,NUTS,2006,ITD,1,3051647
2008,NUTS,2006,ITE,1,2724210
2008,NUTS,2006,ITF,1,8134703
2008,NUTS,2006,ITG,1,9592230
2008,NUTS,2006,LI0,1,5258502
2008,NUTS,2006,LT0,1,5730085
2008,NUTS,2006,LU0,1,9646913
2008,NUTS,2006,LV0,1,7295032
2008,NUTS,2006,ME0,1,5240869
2008,NUTS,2006,MK0,1,2361658
2008,NUTS,2006,MT0,1,2392596
2008,NUTS,2006,NL1,1,4133789
2008,NUTS,2006,NL2,1,9142878
2008,NUTS,2006,NL3,1,9722008
2008,NUTS,2006,NL4,1,5074703
2008,NUTS,2006,NO0,1,7653278
2008,NUTS,2006,PL1,1,3748258
2008,NUTS,2006,PL2,1,9250259
2008,NUTS,2006,PL3,1,7743366
2008,NUTS,2006,PL4,1,8169834
2008,NUTS,2006,PL5,1,1411961
2008,NUTS,2006,PL6,1,135033
2008,NUTS,2006,PT1,1,9194526
2008,NUTS,2006,PT2,1,8282045
2008,NUTS,2006,PT3,1,5343090
2008,NUTS,2006,RO1,1,1686401
2008,NUTS,2006,RO2,1,2340412
2008,NUTS,2006,RO3,1,147153
2008,NUTS,2006,RO4,1,7614106
2008,NUTS,2006,SE1,1,9952938
2008,NUTS,2006,SE2,1,2162522
2008,NUTS,2006,SE3,1,7140998
2008,NUTS,2006,SI0,1,3643730
2008,NUTS,2006,SK0,1,4114429
2008,NUTS,2006,TR1,1,6185440
2008,NUTS,2006,TR2,1,261528
2008,NUTS,2006,TR3,1,9275218
2008,NUTS,2006,TR4,1,9307
2008,NUTS,2006,TR5,1,4203364
2008,NUTS,2006,TR6,1,3716703
2008,NUTS,2006,TR7,1,3183548
2008,NUTS,2006,TR8,1,6507377
2008,NUTS,2006,TR9,1,8709759
2008,NUTS,2006,TRA,1,9150984
2008,NUTS,2006,TRB,1,1170932
2008,NUTS,2006,TRC,1,9762195
2008,NUTS,2006,UKC,1,292432
2008,NUTS,2006,UKD,1,510803
2008,NUTS,2006,UKE,1,587297
2008,NUTS,2006,UKF,1,950099
2008,NUTS,2006,UKG,1,1040096
2008,NUTS,2006,UKH,1,9601140
2008,NUTS,2006,UKI,1,8462488
2008,NUTS,2006,UKJ,1,2625322
2008,NUTS,2006,UKK,1,4022047
2008,NUTS,2006,UKL,1,3440835
2008,NUTS,2006,UKM,1,8732243
2008,NUTS,2006,UKN,1,6933596
2008,NUTS,2006,AT11,2,3019812
2008,NUTS,2006,AT12,2,2344742
2008,NUTS,2006,AT13,2,1702402
2008,NUTS,2006,AT21,2,9480650
2008,NUTS,2006,AT22,2,5700968
2008,NUTS,2006,AT31,2,8595403
2008,NUTS,2006,AT32,2,7533110
2008,NUTS,2006,AT33,2,9673850
2008,NUTS,2006,AT34,2,9189824
2008,NUTS,2006,BE10,2,5900494
2008,NUTS,2006,BE21,2,6009423
2008,NUTS,2006,BE22,2,996488
2008,NUTS,2006,BE23,2,5352991
2008,NUTS,2006,BE24,2,6671039
2008,NUTS,2006,BE25,2,8523141
2008,NUTS,2006,BE31,2,3992199
2008,NUTS,2006,BE32,2,527177
2008,NUTS,2006,BE33,2,4929777
2008,NUTS,2006,BE34,2,5972063
2008,NUTS,2006,BE35,2,2574159
2008,NUTS,2006,BG31,2,5126074
2008,NUTS,2006,BG32,2,751146
2008,NUTS,2006,BG33,2,1640004
2008,NUTS,2006,BG34,2,2142696
2008,NUTS,2006,BG41,2,3634459
2008,NUTS,2006,BG42,2,6424202
2008,NUTS,2006,CH01,2,1186710
2008,NUTS,2006,CH02,2,7218539
2008,NUTS,2006,CH03,2,5976600
2008,NUTS,2006,CH04,2,8541901
2008,NUTS,2006,CH05,2,3668919
2008,NUTS,2006,CH06,2,7333007
2008,NUTS,2006,CH07,2,8060433
2008,NUTS,2006,CY00,2,717240
2008,NUTS,2006,CZ01,2,871102
2008,NUTS,2006,CZ02,2,6609337
2008,NUTS,2006,CZ03,2,6125376
2008,NUTS,2006,CZ04,2,5221951
2008,NUTS,2006,CZ05,2,6825148
2008,NUTS,2006,CZ06,2,5791566
2008,NUTS,2006,CZ07,2,8471131
2008,NUTS,2006,CZ08,2,302549
2008,NUTS,2006,DE11,2,5766451
2008,NUTS,2006,DE12,2,9851375
2008,NUTS,2006,DE13,2,1133685
2008,NUTS,2006,DE14,2,2313901
2008,NUTS,2006,DE21,2,5668086
2008,NUTS,2006,DE22,2,4671697
2008,NUTS,2006,DE23,2,6944103
2008,NUTS,2006,DE24,2,3597484
2008,NUTS,2006,DE25,2,3039350
2008,NUTS,2006,DE26,2,9472761
2008,NUTS,2006,DE27,2,746918
2008,NUTS,2006,DE30,2,5668440
2008,NUTS,2006,DE41,2,7405392
2008,NUTS,2006,DE42,2,5116135
2008,NUTS,2006,DE50,2,9862861
2008,NUTS,2006,DE60,2,9693334
2008,NUTS,2006,DE71,2,799324
2008,NUTS,2006,DE72,2,9797761
2008,NUTS,2006,DE73,2,7227669
2008,NUTS,2006,DE80,2,1546454
2008,NUTS,2006,DE91,2,3883858
2008,NUTS,2006,DE92,2,2546885
2008,NUTS,2006,DE93,2,1963560
2008,NUTS,2006,DE94,2,2948849
2008,NUTS,2006,DEA1,2,850469
2008,NUTS,2006,DEA2,2,1188753
2008,NUTS,2006,DEA3,2,2935057
2008,NUTS,2006,DEA4,2,7244651
2008,NUTS,2006,DEA5,2,3621688
