year,region_type,region_year_spec,region_id,region_level,cecei
2008,NUTS,2006,AT,0,791581
2008,NUTS,2006,BE,0,277669
2008,NUTS,2006,BG,0,968543
2008,NUTS,2006,CH,0,919589
2008,NUTS,2006,CY,0,600921
2008,NUTS,2006,CZ,0,886798
2008,NUTS,2006,DE,0,745946
2008,NUTS,2006,DK,0,973161
2008,NUTS,2006,EE,0,51970
2008,NUTS,2006,ES,0,718912
2008,NUTS,2006,FI,0,985891
2008,NUTS,2006,FR,0,609642
2008,NUTS,2006,GR,0,769071
2008,NUTS,2006,HR,0,161517
2008,NUTS,2006,HU,0,952289
2008,NUTS,2006,IE,0,901017
2008,NUTS,2006,IS,0,904486
2008,NUTS,2006,IT,0,87589
2008,NUTS,2006,LI,0,774761
2008,NUTS,2006,LT,0,663569
2008,NUTS,2006,LU,0,273925
2008,NUTS,2006,LV,0,252352
2008,NUTS,2006,ME,0,265940
2008,NUTS,2006,MK,0,106532
2008,NUTS,2006,MT,0,578679
2008,NUTS,2006,NL,0,771586
2008,NUTS,2006,NO,0,824707
2008,NUTS,2006,PL,0,352208
2008,NUTS,2006,PT,0,108727
2008,NUTS,2006,RO,0,664111
2008,NUTS,2006,SE,0,791652
2008,NUTS,2006,SI,0,9026
2008,NUTS,2006,SK,0,116221
2008,NUTS,2006,TR,0,281065
2008,NUTS,2006,UK,0,363236
2008,NUTS,2006,AT1,1,890848
2008,NUTS,2006,AT2,1,357164
2008,NUTS,2006,AT3,1,875978
2008,NUTS,2006,BE1,1,230985
2008,NUTS,2006,BE2,1,991809
2008,NUTS,2006,BE3,1,80937
2008,NUTS,2006,BG3,1,207107
2008,NUTS,2006,BG4,1,947264
2008,NUTS,2006,CH0,1,969304
2008,NUTS,2006,CY0,1,720468
2008,NUTS,2006,CZ0,1,740516
2008,NUTS,2006,DE1,1,284622
2008,NUTS,2006,DE2,1,949766
2008,NUTS,2006,DE3,1,332646
2008,NUTS,2006,DE4,1,598508
2008,NUTS,2006,DE5,1,61337
2008,NUTS,2006,DE6,1,619197
2008,NUTS,2006,DE7,1,489097
2008,NUTS,2006,DE8,1,696530
2008,NUTS,2006,DE9,1,503840
2008,NUTS,2006,DEA,1,771945
2008,NUTS,2006,DEB,1,549087
2008,NUTS,2006,DEC,1,162597
2008,NUTS,2006,DED,1,886977
2008,NUTS,2006,DEE,1,545731
2008,NUTS,2006,DEF,1,127976
2008,NUTS,2006,DEG,1,602347
2008,NUTS,2006,DK0,1,921082
2008,NUTS,2006,EE0,1,562959
2008,NUTS,2006,ES1,1,60446
2008,NUTS,2006,ES2,1,750242
2008,NUTS,2006,ES3,1,342237
2008,NUTS,2006,ES4,1,9161
2008,NUTS,2006,ES5,1,697302
2008,NUTS,2006,ES6,1,96349
2008,NUTS,2006,ES7,1,486343
2008,NUTS,2006,FI1,1,470530
2008,NUTS,2006,FI2,1,169502
2008,NUTS,2006,FR1,1,689953
2008,NUTS,2006,FR2,1,812715
2008,NUTS,2006,FR3,1,414921
2008,NUTS,2006,FR4,1,171635
2008,NUTS,2006,FR5,1,308307
2008,NUTS,2006,FR6,1,270282
2008,NUTS,2006,FR7,1,77678
2008,NUTS,2006,FR8,1,441406
2008,NUTS,2006,FR9,1,733442
2008,NUTS,2006,GR1,1,341233
2008,NUTS,2006,GR2,1,988489
2008,NUTS,2006,GR3,1,944326
2008,NUTS,2006,GR4,1,493456
2008,NUTS,2006,HR0,1,336434
2008,NUTS,2006,HU1,1,727179
2008,NUTS,2006,HU2,1,314524
2008,NUTS,2006,HU3,1,791305
2008,NUTS,2006,IE0,1,509422
2008,NUTS,2006,IS0,1,914577
2008,NUTS,2006,ITC,1,488008
2008,NUTS,2006,ITD,1,292639
2008,NUTS,2006,ITE,1,400762
2008,NUTS,2006,ITF,1,851929
2008,NUTS,2006,ITG,1,482144
2008,NUTS,2006,LI0,1,405529
2008,NUTS,2006,LT0,1,210333
2008,NUTS,2006,LU0,1,677860
2008,NUTS,2006,LV0,1,858800
2008,NUTS,2006,ME0,1,72562
2008,NUTS,2006,MK0,1,483967
2008,NUTS,2006,MT0,1,652999
2008,NUTS,2006,NL1,1,23086
2008,NUTS,2006,NL2,1,771263
2008,NUTS,2006,NL3,1,285031
2008,NUTS,2006,NL4,1,226091
2008,NUTS,2006,NO0,1,487630
2008,NUTS,2006,PL1,1,517501
2008,NUTS,2006,PL2,1,388953
2008,NUTS,2006,PL3,1,835281
2008,NUTS,2006,PL4,1,787451
2008,NUTS,2006,PL5,1,883131
2008,NUTS,2006,PL6,1,797297
2008,NUTS,2006,PT1,1,688556
2008,NUTS,2006,PT2,1,375957
2008,NUTS,2006,PT3,1,379428
2008,NUTS,2006,RO1,1,207228
2008,NUTS,2006,RO2,1,606211
2008,NUTS,2006,RO3,1,971991
2008,NUTS,2006,RO4,1,144181
2008,NUTS,2006,SE1,1,712495
2008,NUTS,2006,SE2,1,872901
2008,NUTS,2006,SE3,1,758634
2008,NUTS,2006,SI0,1,945264
2008,NUTS,2006,SK0,1,653034
2008,NUTS,2006,TR1,1,934715
2008,NUTS,2006,TR2,1,525063
2008,NUTS,2006,TR3,1,502164
2008,NUTS,2006,TR4,1,505769
2008,NUTS,2006,TR5,1,643883
2008,NUTS,2006,TR6,1,432071
2008,NUTS,2006,TR7,1,729953
2008,NUTS,2006,TR8,1,581086
2008,NUTS,2006,TR9,1,268675
2008,NUTS,2006,TRA,1,432032
2008,NUTS,2006,TRB,1,497951
2008,NUTS,2006,TRC,1,279840
2008,NUTS,2006,UKC,1,838055
2008,NUTS,2006,UKD,1,949905
2008,NUTS,2006,UKE,1,940542
2008,NUTS,2006,UKF,1,308636
2008,NUTS,2006,UKG,1,992325
2008,NUTS,2006,UKH,1,217152
2008,NUTS,2006,UKI,1,612734
2008,NUTS,2006,UKJ,1,680666
2008,NUTS,2006,UKK,1,255212
2008,NUTS,2006,UKL,1,759963
2008,NUTS,2006,UKM,1,821077
2008,NUTS,2006,UKN,1,830264
2008,NUTS,2006,AT11,2,676819
2008,NUTS,2006,AT12,2,902034
2008,NUTS,2006,AT13,2,268220
2008,NUTS,2006,AT21,2,676166
2008,NUTS,2006,AT22,2,878184
2008,NUTS,2006,AT31,2,829903
2008,NUTS,2006,AT32,2,133746
2008,NUTS,2006,AT33,2,68875
2008,NUTS,2006,AT34,2,193440
2008,NUTS,2006,BE10,2,313814
2008,NUTS,2006,BE21,2,837716
2008,NUTS,2006,BE22,2,559734
2008,NUTS,2006,BE23,2,234656
2008,NUTS,2006,BE24,2,855484
2008,NUTS,2006,BE25,2,704873
2008,NUTS,2006,BE31,2,875537
2008,NUTS,2006,BE32,2,72619
2008,NUTS,2006,BE33,2,532913
2008,NUTS,2006,BE34,2,744103
2008,NUTS,2006,BE35,2,416841
2008,NUTS,2006,BG31,2,617741
2008,NUTS,2006,BG32,2,918520
2008,NUTS,2006,BG33,2,742275
2008,NUTS,2006,BG34,2,8803
2008,NUTS,2006,BG41,2,918359
2008,NUTS,2006,BG42,2,806502
2008,NUTS,2006,CH01,2,380436
2008,NUTS,2006,CH02,2,474759
2008,NUTS,2006,CH03,2,31549
2008,NUTS,2006,CH04,2,307109
2008,NUTS,2006,CH05,2,397636
2008,NUTS,2006,CH06,2,583337
2008,NUTS,2006,CH07,2,707399
2008,NUTS,2006,CY00,2,142332
