year,region_type,region_year_spec,region_id,region_level,toswu
2008,NUTS,2006,AT,0,92691
2008,NUTS,2006,BE,0,56715
2008,NUTS,2006,BG,0,55677
2008,NUTS,2006,CH,0,79437
2008,NUTS,2006,CY,0,12925
2008,NUTS,2006,CZ,0,70659
2008,NUTS,2006,DE,0,92028
2008,NUTS,2006,DK,0,62223
2008,NUTS,2006,EE,0,32383
2008,NUTS,2006,ES,0,26197
2008,NUTS,2006,FI,0,61885
2008,NUTS,2006,FR,0,57742
2008,NUTS,2006,GR,0,97016
2008,NUTS,2006,HR,0,94810
2008,NUTS,2006,HU,0,27305
2008,NUTS,2006,IE,0,47632
2008,NUTS,2006,IS,0,6174
2008,NUTS,2006,IT,0,19814
2008,NUTS,2006,LI,0,60732
2008,NUTS,2006,LT,0,47541
2008,NUTS,2006,LU,0,37584
2008,NUTS,2006,LV,0,9273
2008,NUTS,2006,ME,0,89546
2008,NUTS,2006,MK,0,32419
2008,NUTS,2006,MT,0,58007
2008,NUTS,2006,NL,0,97369
2008,NUTS,2006,NO,0,4423
2008,NUTS,2006,PL,0,74231
2008,NUTS,2006,PT,0,66248
2008,NUTS,2006,RO,0,13226
2008,NUTS,2006,SE,0,49624
2008,NUTS,2006,SI,0,23117
2008,NUTS,2006,SK,0,3546
2008,NUTS,2006,TR,0,30872
2008,NUTS,2006,UK,0,12627
2008,NUTS,2006,AT1,1,78686
2008,NUTS,2006,AT2,1,16807
2008,NUTS,2006,AT3,1,53084
2008,NUTS,2006,BE1,1,32366
2008,NUTS,2006,BE2,1,23396
2008,NUTS,2006,BE3,1,99351
2008,NUTS,2006,BG3,1,12952
2008,NUTS,2006,BG4,1,52265
2008,NUTS,2006,CH0,1,75216
2008,NUTS,2006,CY0,1,44136
2008,NUTS,2006,CZ0,1,1118
2008,NUTS,2006,DE1,1,82997
2008,NUTS,2006,DE2,1,85689
2008,NUTS,2006,DE3,1,67479
2008,NUTS,2006,DE4,1,97076
2008,NUTS,2006,DE5,1,43529
2008,NUTS,2006,DE6,1,57276
2008,NUTS,2006,DE7,1,39555
2008,NUTS,2006,DE8,1,91324
2008,NUTS,2006,DE9,1,91683
2008,NUTS,2006,DEA,1,15627
2008,NUTS,2006,DEB,1,63240
2008,NUTS,2006,DEC,1,44368
2008,NUTS,2006,DED,1,54174
2008,NUTS,2006,DEE,1,43230
2008,NUTS,2006,DEF,1,23175
2008,NUTS,2006,DEG,1,36505
2008,NUTS,2006,DK0,1,1183
2008,NUTS,2006,EE0,1,81758
2008,NUTS,2006,ES1,1,28878
2008,NUTS,2006,ES2,1,5573
2008,NUTS,2006,ES3,1,44692
2008,NUTS,2006,ES4,1,64049
2008,NUTS,2006,ES5,1,69727
2008,NUTS,2006,ES6,1,43474
2008,NUTS,2006,ES7,1,70043
2008,NUTS,2006,FI1,1,37832
2008,NUTS,2006,FI2,1,30726
2008,NUTS,2006,FR1,1,80761
2008,NUTS,2006,FR2,1,71230
2008,NUTS,2006,FR3,1,69742
2008,NUTS,2006,FR4,1,71917
2008,NUTS,2006,FR5,1,59998
2008,NUTS,2006,FR6,1,43857
2008,NUTS,2006,FR7,1,44147
2008,NUTS,2006,FR8,1,13370
2008,NUTS,2006,FR9,1,21696
2008,NUTS,2006,GR1,1,72262
2008,NUTS,2006,GR2,1,95758
2008,NUTS,2006,GR3,1,23297
2008,NUTS,2006,GR4,1,93446
2008,NUTS,2006,HR0,1,47814
2008,NUTS,2006,HU1,1,7678
2008,NUTS,2006,HU2,1,78229
2008,NUTS,2006,HU3,1,12818
2008,NUTS,2006,IE0,1,52914
2008,NUTS,2006,IS0,1,85201
2008,NUTS,2006,ITC,1,20480
2008,NUTS,2006,ITD,1,59047
2008,NUTS,2006,ITE,1,51842
2008,NUTS,2006,ITF,1,3750
2008,NUTS,2006,ITG,1,33908
2008,NUTS,2006,LI0,1,60773
2008,NUTS,2006,LT0,1,63636
2008,NUTS,2006,LU0,1,69224
2008,NUTS,2006,LV0,1,89178
2008,NUTS,2006,ME0,1,73413
2008,NUTS,2006,MK0,1,50015
2008,NUTS,2006,MT0,1,81261
2008,NUTS,2006,NL1,1,53180
2008,NUTS,2006,NL2,1,30990
2008,NUTS,2006,NL3,1,14449
2008,NUTS,2006,NL4,1,55519
2008,NUTS,2006,NO0,1,60377
2008,NUTS,2006,PL1,1,69231
2008,NUTS,2006,PL2,1,63114
2008,NUTS,2006,PL3,1,26709
2008,NUTS,2006,PL4,1,85609
2008,NUTS,2006,PL5,1,91388
2008,NUTS,2006,PL6,1,67492
2008,NUTS,2006,PT1,1,56297
2008,NUTS,2006,PT2,1,32900
2008,NUTS,2006,PT3,1,35219
2008,NUTS,2006,RO1,1,43717
2008,NUTS,2006,RO2,1,66041
2008,NUTS,2006,RO3,1,44174
2008,NUTS,2006,RO4,1,27659
2008,NUTS,2006,SE1,1,22782
2008,NUTS,2006,SE2,1,48819
2008,NUTS,2006,SE3,1,98804
2008,NUTS,2006,SI0,1,66379
2008,NUTS,2006,SK0,1,81195
2008,NUTS,2006,TR1,1,26511
2008,NUTS,2006,TR2,1,74336
2008,NUTS,2006,TR3,1,67120
2008,NUTS,2006,TR4,1,24645
2008,NUTS,2006,TR5,1,54511
2008,NUTS,2006,TR6,1,68705
2008,NUTS,2006,TR7,1,54900
2008,NUTS,2006,TR8,1,42834
2008,NUTS,2006,TR9,1,77999
2008,NUTS,2006,TRA,1,4084
